Time,Latitude,Longitude,Depth/Km,Magnitude,magError
54:35.7,42.8082,13.0898,10.3,2.8,0.579647218
57:03.2,42.7458,13.1473,12.1,3,0.580189959
58:31.5,42.9263,13.2092,8.5,2.8,0.5807327
07:31.2,43.0657,13.0682,8.5,3.1,0.581275441
11:07.7,42.5633,13.2507,12,3,0.581818182
13:14.1,42.8105,13.0947,15.3,3,0.582360923
15:38.0,42.8152,13.1628,9.3,2.4,0.582903663
19:47.1,42.7618,13.1492,11.7,3,0.583446404
22:39.5,42.8442,13.1227,10.5,3.1,0.583989145
24:26.6,42.8017,13.1683,10.2,2.3,0.584531886
26:18.0,42.7188,13.2075,10.9,2.6,0.585074627
28:34.0,42.7697,13.1548,10.6,2.6,0.585617368
30:26.4,42.8707,13.0747,9.8,3.1,0.586160109
31:00.9,42.7987,13.2165,13,3.1,0.586702849
32:09.2,42.8885,13.1592,8,3.4,0.58724559
34:23.1,42.786,13.0805,11.5,2.5,0.587788331
36:02.6,42.6957,13.2833,9.8,2.7,0.588331072
37:05.5,42.7975,13.0963,10.8,2.1,0.588873813
47:32.0,42.9498,13.1823,5.7,3,0.589416554
49:13.7,42.9132,13.1397,10.3,3.5,0.589959294
51:58.1,42.7897,13.1332,12.6,2.5,0.590502035
52:25.3,42.7562,13.197,10.4,2.4,0.591044776
53:59.3,42.8762,13.2123,8.5,3,0.591587517
55:45.1,42.8847,13.0605,10.4,2.8,0.592130258
00:54.4,43.0233,13.0937,9.3,2.4,0.592672999
05:52.5,42.7567,13.0553,10.7,2.8,0.593215739
06:57.8,42.9162,13.2147,8.3,3,0.59375848
07:50.5,42.8593,13.0647,10.8,2.7,0.594301221
09:10.9,42.8815,13.0298,10.1,2.8,0.594843962
12:13.0,42.9142,13.0968,13.3,2.5,0.595386703
15:01.1,42.7192,13.2495,14.7,2.4,0.595929444
18:30.5,42.6697,13.2008,14,2.5,0.596472185
21:09.0,42.7903,13.152,9.6,4,0.597014925
23:58.7,43.0645,13.0767,8.9,3.2,0.597557666
27:23.0,42.9263,13.1997,9.3,2.8,0.598100407
30:20.1,42.8053,13.1393,10.2,2.6,0.598643148
36:11.5,42.7932,13.1667,9.2,2.5,0.599185889
39:29.1,42.8143,13.0962,10,3.5,0.59972863
47:53.1,42.7877,13.1052,10.4,2.9,0.60027137
51:51.5,42.7907,13.1475,9.6,3.2,0.600814111
53:22.7,42.8583,13.206,4.7,3.1,0.601356852
58:18.2,42.8007,13.147,10.2,3.2,0.601899593
00:15.6,42.9007,13.1475,10,2.5,0.602442334
04:10.2,42.8383,13.1017,10.5,2.3,0.602985075
08:56.8,43.0677,13.0602,8.8,2.6,0.603527815
10:59.3,42.8137,13.168,9.4,2.1,0.604070556
15:50.0,42.7628,13.0695,10.2,2.6,0.604613297
19:11.9,42.8448,13.1647,10,3.1,0.605156038
25:01.0,43.0352,13.0815,8.6,2.9,0.605698779
28:26.1,42.7688,13.2308,10.6,3.3,0.60624152
29:39.1,42.7518,13.0352,9.4,3.1,0.606784261
32:47.1,42.9052,13.1913,10.9,3.3,0.607327001
33:35.0,42.7627,13.0567,10.8,3.1,0.607869742
35:31.8,42.8113,13.0968,9.9,2.9,0.608412483
36:40.9,43.0748,13.0638,8.9,2.7,0.608955224
42:12.2,42.8848,13.181,6.9,2.9,0.609497965
43:36.8,43.0072,13.0693,8.9,3.4,0.610040706
47:36.6,42.8165,13.0673,9.8,2.6,0.610583446
48:53.5,42.7522,13.0922,9.4,2.4,0.611126187
49:39.6,42.8228,13.0718,7.9,2.4,0.611668928
56:40.9,42.8258,13.216,10,2.6,0.612211669
07:29.9,42.7892,13.1665,8.9,2.9,0.61275441
09:55.9,42.7302,13.2038,10.1,3.2,0.613297151
12:07.7,42.7792,13.1932,10.2,2.4,0.613839891
18:04.2,42.8358,12.9977,10.5,2.8,0.614382632
19:51.9,42.8013,13.1042,10.3,2.5,0.614925373
23:12.3,42.8047,13.139,9.8,2.6,0.615468114
30:50.9,42.618,13.2802,11.7,2.9,0.616010855
31:18.7,42.8088,13.0902,10.2,3,0.616553596
35:03.2,42.8808,13.0967,9.3,3,0.617096336
41:54.4,42.9427,13.2188,9.2,3.1,0.617639077
45:31.4,42.7413,13.134,10.9,2.4,0.618181818
47:08.1,42.9338,13.1988,9.5,3.2,0.618724559
50:48.5,42.6873,13.2027,12.2,2.6,0.6192673
51:11.5,42.8927,13.1948,8.1,2.8,0.619810041
52:16.4,42.9427,13.1367,10.6,3.4,0.620352782
01:59.9,42.7672,13.1373,10.8,2.5,0.620895522
03:33.9,42.8022,13.1263,10.4,2.5,0.621438263
04:06.0,42.8055,13.1668,10.6,2.8,0.621981004
06:23.0,42.9212,13.2118,9.1,2.5,0.622523745
09:44.4,42.8018,13.1387,10.5,2.6,0.623066486
16:53.1,43.0373,13.0963,9.3,2.7,0.623609227
20:44.7,42.7322,13.1807,13.3,2.3,0.624151967
26:05.3,42.7272,13.1898,8.6,2.5,0.624694708
31:53.6,42.8772,13.1238,9.8,2.7,0.625237449
36:52.5,42.8263,13.0897,10.2,2.8,0.62578019
44:09.2,42.7317,13.1817,9.7,2.6,0.626322931
45:26.4,42.8087,13.0648,10,2.6,0.626865672
50:20.6,42.8813,13.0827,10,2.7,0.627408412
52:53.6,42.8798,13.1907,10.3,2.8,0.627951153
53:46.7,42.9847,13.0412,9.4,2.9,0.628493894
56:01.3,42.8808,13.201,7.5,2.6,0.629036635
57:10.9,42.7847,13.0727,10.2,3.1,0.629579376
02:39.0,42.8138,13.1665,9.9,2.7,0.630122117
05:46.4,42.7588,13.1957,10.3,2.5,0.630664858
10:48.0,42.9078,13.0747,12.3,2.4,0.631207598
13:42.5,42.7997,13.1648,9,3.1,0.631750339
18:17.1,42.8913,13.1047,9.6,2.7,0.63229308
19:43.1,42.9118,13.158,8.5,3.4,0.632835821
21:54.1,42.8132,13.0543,10.4,2.7,0.633378562
23:29.3,42.8143,13.0477,9,2.2,0.633921303
25:29.3,42.8132,13.0678,9.5,2.9,0.634464043
33:28.4,42.798,13.0545,9.8,2.4,0.635006784
37:54.9,43.0362,13.0548,10.6,2.5,0.635549525
41:20.4,42.8713,13.0612,10.3,2.4,0.636092266
44:16.8,42.9023,13.1977,8.2,3,0.636635007
47:03.2,42.8072,13.1942,10.1,3.4,0.637177748
51:23.3,42.7122,13.2447,12.8,2.2,0.637720488
52:57.1,42.9178,13.1212,8.6,2.5,0.638263229
53:43.1,42.7177,13.2057,9.4,2.4,0.63880597
05:31.2,42.9123,13.1973,8.5,3.5,0.639348711
06:59.6,42.9158,13.2067,8.6,3,0.639891452
09:10.2,42.9142,13.0458,10.8,3.3,0.640434193
10:31.8,42.8892,13.1157,10.3,2.4,0.640976934
12:53.9,42.8832,13.0842,10.2,2.7,0.641519674
13:46.9,42.8837,13.156,10,2.7,0.642062415
15:55.0,42.8625,13.2143,9.1,2.8,0.642605156
17:49.4,42.8868,13.0542,10.4,2.4,0.643147897
26:39.5,42.7173,13.1757,10.9,3,0.643690638
40:32.0,42.8648,13.0567,9.9,2.3,0.644233379
45:24.0,42.7227,13.1822,7.6,2,0.644776119
50:01.8,42.8547,13.158,10.6,2.7,0.64531886
52:29.5,42.7798,13.1168,9.9,3.4,0.645861601
56:19.3,42.8283,13.0898,11.1,3.6,0.646404342
58:28.1,42.7622,13.0322,10.6,2.7,0.646947083
11:10.6,42.7815,13.1033,10.4,3.3,0.647489824
14:26.3,42.7797,13.1105,9.4,2.4,0.648032564
16:36.0,42.7468,13.1878,9.4,3,0.648575305
17:58.8,42.7327,13.186,9.8,3,0.649118046
19:53.6,42.8552,13.0828,10.5,2.5,0.649660787
28:07.7,42.8808,13.0812,8.3,2.7,0.650203528
30:30.9,42.7462,13.1275,9.9,3.4,0.650746269
33:28.6,42.6505,13.2988,9.4,2.4,0.651289009
35:07.9,42.7862,13.0677,10.6,2.5,0.65183175
37:00.8,42.8253,13.2187,11,2.7,0.652374491
37:51.3,42.8077,13.1268,10.6,2.4,0.652917232
43:39.3,42.7647,13.0757,9.9,2.6,0.653459973
45:31.6,42.8038,13.0947,10.7,3.2,0.654002714
50:51.7,42.994,13.1135,8.9,3,0.654545455
54:32.0,42.7107,13.2283,10.8,2.3,0.655088195
59:10.2,42.8115,13.1435,10.4,2.6,0.655630936
01:33.4,42.7943,13.0348,10.3,3.2,0.656173677
05:55.2,42.8583,13.2263,8.2,2.3,0.656716418
06:17.9,42.8905,13.0743,10.6,3,0.657259159
07:13.5,42.8917,13.0442,9.5,2.9,0.6578019
08:53.1,42.8507,13.0822,10.2,2.6,0.65834464
11:23.5,42.8692,13.1822,7.8,2.6,0.658887381
14:05.0,42.8992,13.0478,10.8,2.4,0.659430122
23:41.0,42.7637,13.1788,9.3,2.8,0.659972863
24:54.2,42.7927,13.1567,11.5,2.2,0.660515604
28:34.9,42.9068,13.1698,13.1,2.9,0.661058345
28:58.1,42.7822,13.1027,10.3,2.9,0.661601085
32:25.5,42.835,13.1007,9.5,2.4,0.662143826
35:25.1,42.7393,13.1802,10.6,3.1,0.662686567
39:24.8,42.781,13.1182,10.5,2.2,0.663229308
41:17.8,42.7948,12.9105,9.5,2.3,0.663772049
48:21.6,42.9027,13.1475,9.3,3.4,0.66431479
56:00.1,42.7823,13.1057,10.5,2.4,0.664857531
57:40.9,42.7408,13.2003,9.4,2.6,0.665400271
02:23.8,42.7852,13.118,12.2,3.2,0.665943012
04:33.7,42.9878,13.0417,12.7,2.5,0.666485753
05:18.7,42.8938,13.0392,10,2.5,0.667028494
07:32.1,42.8128,13.0813,9.1,2.7,0.667571235
08:40.9,42.7873,13.0733,10.1,2.6,0.668113976
10:00.5,42.7827,13.1023,9.7,2.4,0.668656716
15:08.5,42.8468,13.0993,11.5,2.8,0.669199457
15:29.5,42.8322,13.1188,10.3,3.1,0.669742198
16:19.0,42.7035,13.1153,12.9,2.9,0.670284939
17:29.7,42.793,13.0713,10,2.9,0.67082768
19:55.8,42.8357,13.047,10.2,2.2,0.671370421
26:24.4,42.7927,13.209,9,2.4,0.671913161
28:00.0,42.7188,13.2063,12.9,2.6,0.672455902
29:14.1,42.7458,13.2057,12.1,2.3,0.672998643
34:09.9,42.7807,13.1063,10.2,3,0.673541384
42:40.5,42.8488,13.114,12.3,2.7,0.674084125
43:12.3,42.6948,13.231,10,2.6,0.674626866
46:11.1,42.8018,13.055,9.9,2.7,0.675169607
49:41.5,43.0702,13.0658,8.7,3.6,0.675712347
53:24.9,42.7372,13.1712,13.2,2.2,0.676255088
59:14.8,42.6193,13.3025,9.9,3.4,0.676797829
02:40.5,42.7243,13.1442,9.2,2.5,0.67734057
05:45.2,42.8417,13.0548,9.8,3.3,0.677883311
07:29.8,42.8168,13.0042,10.7,2.6,0.678426052
14:42.3,42.9182,13.2128,8.5,2.5,0.678968792
20:53.0,42.8503,13.0585,10,2.5,0.679511533
23:27.5,42.8442,13.0583,9.4,2.6,0.680054274
27:40.3,42.7655,13.085,10.6,4,0.680597015
31:30.9,42.8908,13.1768,9.2,3,0.681139756
32:37.3,42.9455,13.1907,8.1,3.7,0.681682497
35:09.8,42.7622,13.1167,10.3,2.1,0.682225237
37:46.2,42.7198,13.1897,10.1,3,0.682767978
40:56.6,42.7188,13.2702,13.5,2.7,0.683310719
46:59.2,42.7948,13.0762,9.9,2.7,0.68385346
47:49.0,42.7257,13.2342,11.2,2.6,0.684396201
49:25.5,42.9408,13.1387,10.5,3,0.684938942
53:42.0,42.6968,13.1762,13.5,2.7,0.685481682
57:58.7,42.7697,13.2203,10.3,2.1,0.686024423
02:45.6,42.7453,13.2072,10.2,2.7,0.686567164
03:31.0,42.7248,13.2197,10.1,2.7,0.687109905
11:25.3,42.9432,13.1263,9,2.5,0.687652646
15:17.4,42.9178,13.0317,4.4,2.4,0.688195387
18:32.8,42.8982,13.1948,10.9,2.3,0.688738128
20:28.2,42.8932,13.1857,8.3,3.2,0.689280868
22:18.5,42.8418,13.0567,10.8,3.4,0.689823609
30:04.7,42.8003,13.2028,9.5,2.8,0.69036635
32:32.2,42.8372,13.0577,10,2.3,0.690909091
33:48.4,42.7875,13.1792,9.5,3,0.691451832
35:08.1,42.8875,13.195,10.5,2.3,0.691994573
38:05.6,42.8797,13.048,11,2.8,0.692537313
41:04.5,42.7983,13.1137,10,2.6,0.693080054
49:16.3,42.7907,13.0678,10,3.2,0.693622795
50:16.3,42.8867,13.1655,9.1,3.1,0.694165536
55:14.6,42.7287,13.1242,12.3,2.2,0.694708277
57:51.7,42.7908,13.0743,10,2.5,0.695251018
59:03.7,42.9595,13.1537,9.6,2.6,0.695793758
06:12.6,42.721,13.2223,11.2,2.7,0.696336499
07:07.4,42.7877,13.0357,10.3,2.6,0.69687924
10:14.9,42.8542,13.2408,9.4,2.6,0.697421981
11:32.2,42.8998,13.0517,11.1,2.3,0.697964722
18:05.2,42.7742,13.2103,9.9,3.1,0.698507463
19:22.8,43.024,13.0958,8.9,2.9,0.699050204
20:13.5,42.7102,13.271,12.7,2.1,0.699592944
24:19.7,42.7243,13.1783,10.9,2.5,0.700135685
25:23.1,42.8153,13.1092,10.5,2.1,0.700678426
26:45.8,42.8113,13.0962,10.9,2.3,0.701221167
35:00.3,42.806,13.1177,13.6,2,0.701763908
42:37.7,42.7197,13.2165,10.3,2.3,0.702306649
47:39.5,42.8748,13.0237,10.1,2,0.702849389
50:17.3,42.8232,13.1268,9.9,2.1,0.70339213
51:49.0,42.7287,13.2722,12,2.3,0.703934871
52:52.7,42.7927,13.1087,10.5,2.4,0.704477612
55:52.1,42.839,13.0613,9.3,2.9,0.705020353
57:15.3,42.8498,13.0697,8.8,2.8,0.705563094
58:17.7,42.7553,13.076,10.1,2.3,0.706105834
02:48.2,42.9257,13.1737,9.6,2.3,0.706648575
07:48.1,42.8863,13.0967,10.1,2.6,0.707191316
08:40.8,42.8753,13.017,9.8,2.2,0.707734057
09:47.2,42.7563,13.2138,10,2.3,0.708276798
15:18.4,42.6637,13.2233,12.8,2.4,0.708819539
17:19.8,42.7707,13.2073,9.9,3.9,0.70936228
19:42.2,42.7175,13.171,11.1,2.6,0.70990502
22:05.9,42.9275,13.1405,9.9,2.5,0.710447761
25:06.5,42.738,13.198,11.1,2.2,0.710990502
26:13.1,42.8745,13.2022,8.2,2.2,0.711533243
26:42.1,42.8703,13.1928,7.9,2.5,0.712075984
34:18.5,42.8082,13.1457,9,2.5,0.712618725
42:52.0,42.7303,13.1507,9.5,2.3,0.713161465
46:01.9,43.064,13.0732,8.8,2.6,0.713704206
49:48.7,42.9405,12.9905,10.7,2.4,0.714246947
53:06.4,42.8587,13.0398,10.2,2.4,0.714789688
56:53.4,42.7875,13.1053,13.4,2.1,0.715332429
59:02.7,42.9508,13.1918,8.2,2.7,0.71587517
00:04.0,42.7307,13.1898,9.9,2.7,0.71641791
02:03.5,42.783,13.0757,9.8,3,0.716960651
05:44.8,42.8413,13.129,10,4,0.717503392
08:21.1,42.8042,13.1463,10.6,2.7,0.718046133
10:21.4,42.9378,13.2177,8.9,3.3,0.718588874
14:08.5,42.9083,13.1967,9.4,2.3,0.719131615
21:56.1,42.8983,13.1265,11.5,2.5,0.719674355
22:55.8,42.8058,13.1187,10.3,2.4,0.720217096
25:32.3,42.7697,13.0668,10.6,2,0.720759837
27:01.8,42.7587,13.1643,11.4,2.3,0.721302578
29:25.6,42.8937,13.0743,10.5,2.3,0.721845319
32:14.5,42.7807,13.1748,18.1,2.5,0.72238806
33:33.5,42.8892,13.0448,10.1,2.4,0.722930801
37:34.1,42.8573,13.0883,9.2,2,0.723473541
39:44.7,42.9163,13.224,7.9,2.3,0.724016282
40:13.5,42.7238,13.1853,9.8,2.4,0.724559023
44:03.5,42.8162,13.1262,10.5,2.1,0.725101764
45:32.0,42.7533,13.1363,10.6,2.4,0.725644505
47:07.1,42.7513,13.14,9.7,2.6,0.726187246
48:17.9,42.824,13.0495,10.5,2.8,0.726729986
52:12.4,42.7943,13.1587,10.1,2.3,0.727272727
55:51.9,42.8333,13.228,14.2,2.3,0.727815468
58:28.7,42.8217,13.092,9.8,2.8,0.728358209
05:31.2,42.7323,13.2762,14.3,2.2,0.72890095
06:22.0,42.8425,13.1042,10.7,2.5,0.729443691
07:30.5,42.7837,13.1118,10.5,2.2,0.729986431
12:05.4,42.8532,13.0938,10.5,2.6,0.730529172
14:37.8,42.8032,13.1317,13.3,2.3,0.731071913
16:59.6,42.8728,13.2305,10.7,2.4,0.731614654
18:04.8,42.7438,13.1442,13.6,2.1,0.732157395
20:46.4,42.8037,13.1343,10.7,2.5,0.732700136
25:25.3,42.7442,13.2008,9.9,2,0.733242877
25:43.6,42.8673,13.0228,11,2.3,0.733785617
26:44.7,42.7782,13.1063,10.8,2.2,0.734328358
28:18.6,42.6998,13.2647,11.5,2.5,0.734871099
31:03.5,42.8205,13.0253,10.5,2.6,0.73541384
31:42.1,42.8008,13.1065,10.6,2.5,0.735956581
34:41.6,42.8593,13.1538,9.8,2.6,0.736499322
35:19.3,42.9112,13.1968,9.1,2.8,0.737042062
36:18.5,42.7278,13.2568,12.9,2.4,0.737584803
37:33.5,43.0252,13.0772,8.4,3.5,0.738127544
40:35.8,42.8063,13.1358,8.5,3.3,0.738670285
42:11.7,42.7543,13.1882,13,2.4,0.739213026
46:55.0,42.8213,13.2368,14.6,2.7,0.739755767
49:34.9,42.6552,13.2033,13.5,2.7,0.740298507
55:59.1,42.79,13.1113,10.4,2.2,0.740841248
58:09.7,42.807,13.193,10,3.3,0.741383989
00:04.5,42.872,13.0975,9.9,2.1,0.74192673
01:32.0,42.9172,13.1957,9.4,2.1,0.742469471
03:07.6,42.7755,13.0733,10.8,2.6,0.743012212
04:45.6,42.7882,13.0677,11,2.9,0.743554953
06:15.7,42.9203,13.2083,7.1,2.7,0.744097693
10:06.9,42.7378,13.1413,11,2.7,0.744640434
11:06.6,42.7472,13.1945,10,2.6,0.745183175
14:49.5,42.7803,13.1527,8.8,2.1,0.745725916
16:00.7,42.9247,13.206,8.4,2.4,0.746268657
17:46.2,42.8327,13.1393,10.9,2.1,0.746811398
21:06.8,42.892,13.0388,10,2.4,0.747354138
22:30.5,42.88,13.0677,10.3,2.4,0.747896879
26:51.5,42.8038,13.1067,10.2,2.9,0.74843962
29:14.1,42.7263,13.1855,10.1,2.4,0.748982361
34:17.7,42.8155,13.1508,8.9,3.6,0.749525102
37:06.9,42.9078,13.1143,9.3,3,0.750067843
38:55.3,42.8085,13.0762,5.5,2.2,0.750610583
41:01.0,42.8318,13.1963,10.4,2.6,0.751153324
48:50.5,42.743,13.2255,10.2,2.6,0.751696065
52:10.2,42.823,13.1507,10.9,2.2,0.752238806
53:44.8,42.7567,13.1143,10.3,2.2,0.752781547
55:29.2,42.8107,13.112,11.1,2.1,0.753324288
59:11.2,42.8072,13.1162,10.6,2.5,0.753867028
59:54.7,42.7898,13.1932,11.8,2.5,0.754409769
00:52.5,42.8082,13.1428,10.3,2.3,0.75495251
01:53.0,42.7875,13.1092,10.8,2.5,0.755495251
02:56.0,42.8002,13.1133,10.6,2.4,0.756037992
03:44.8,42.6898,13.1768,14.6,2,0.756580733
09:15.5,42.8423,13.2422,9.3,2.1,0.757123474
10:41.0,42.6973,13.1858,10.6,2.3,0.757666214
12:11.1,42.9082,13.2175,8.9,2.8,0.758208955
14:45.6,42.7977,13.1042,10.5,2.6,0.758751696
17:07.4,42.9433,13.22,8.8,2.7,0.759294437
18:38.4,42.9032,13.2095,7.4,3,0.759837178
19:24.1,42.8245,13.164,10.6,2.7,0.760379919
25:46.7,43.0412,13.0442,9.1,2.3,0.760922659
30:33.0,42.8942,13.0128,10.3,2.1,0.7614654
31:56.5,42.7972,13.1215,10.5,2.8,0.762008141
34:05.2,43.0308,13.0773,5.7,2.1,0.762550882
34:41.8,42.7265,13.2012,9.7,2,0.763093623
36:41.1,42.7732,13.204,9.4,2.3,0.763636364
39:35.9,42.8077,13.1092,11,2.5,0.764179104
40:52.5,42.8035,13.1943,9.1,2.1,0.764721845
55:40.2,42.8772,13.0907,9.6,2.6,0.765264586
57:34.0,42.6227,13.3028,10.1,2.6,0.765807327
58:27.6,42.872,13.0622,10,2.3,0.766350068
00:01.1,42.8233,13.0903,8.9,2.2,0.766892809
02:33.4,42.9052,13.157,11,2.4,0.76743555
03:06.0,42.7733,13.0773,10.1,3.3,0.76797829
11:34.2,42.8902,13.1567,9,2.1,0.768521031
13:37.5,42.8208,13.0223,10.4,2,0.769063772
15:13.6,42.7307,13.1597,14.4,2.3,0.769606513
15:53.0,42.8277,13.0673,10.2,2.8,0.770149254
16:59.1,42.8673,13.0345,11.1,2.8,0.770691995
23:33.3,42.6918,13.2707,11.1,3.1,0.771234735
24:30.8,42.8662,13.2407,8.9,2.4,0.771777476
25:34.8,42.7983,13.1038,10.4,2.9,0.772320217
27:17.9,42.9293,13.2568,0.2,2,0.772862958
28:06.9,42.8008,13.1185,11.6,2.1,0.773405699
30:15.1,42.9063,13.0612,10.6,2.4,0.77394844
34:25.4,42.8832,13.1218,15.3,2.1,0.77449118
36:32.9,42.6753,13.2067,12.3,2.1,0.775033921
40:56.6,42.8348,13.0347,10.8,2.1,0.775576662
42:34.6,43.0618,13.0688,8.9,2.6,0.776119403
45:39.8,42.9437,13.2038,7.9,2.7,0.776662144
49:50.4,43.0168,13.073,9.5,2.3,0.777204885
50:26.3,42.8083,13.0758,9.1,2,0.777747626
54:22.5,42.7568,13.0577,10.3,2.4,0.778290366
56:11.3,42.8773,13.0842,9.9,2.4,0.778833107
57:11.5,43.0162,13.0748,8.7,2.1,0.779375848
03:55.5,42.7287,13.2567,13.2,2,0.779918589
08:57.2,42.9003,13.1978,10.6,2.5,0.78046133
10:46.2,42.7782,13.16,10,2.4,0.781004071
11:32.6,42.746,13.1752,11,2.4,0.781546811
14:03.5,42.7258,13.1767,10,2.1,0.782089552
15:15.5,42.9217,13.2175,8.6,3.2,0.782632293
17:10.3,42.9303,13.1423,9.7,2.2,0.783175034
21:24.2,42.9518,13.1227,8.4,2.4,0.783717775
22:54.0,42.9212,13.2103,8.2,2.2,0.784260516
30:16.7,42.9178,13.0163,10.6,3,0.784803256
31:19.8,42.8042,13.0562,10.1,2.1,0.785345997
32:24.5,42.723,13.2425,10.4,2.7,0.785888738
36:40.2,42.6808,13.2157,14.7,2.8,0.786431479
38:29.9,42.7913,13.1405,9.7,2.2,0.78697422
39:00.5,42.7162,13.188,10.5,2.4,0.787516961
40:58.7,42.706,13.1872,14.3,2.1,0.788059701
45:26.2,42.6858,13.2093,13,2.3,0.788602442
45:58.8,42.9133,13.1423,10.3,2.7,0.789145183
48:38.1,42.8102,13.1757,11,2.1,0.789687924
52:05.8,42.904,13.1052,10.2,2.4,0.790230665
54:42.2,42.7513,13.1118,11.1,2.4,0.790773406
55:30.4,42.7653,13.0925,10.9,2.4,0.791316147
59:00.8,42.7738,13.1535,14.7,2.1,0.791858887
03:09.4,42.9002,13.1715,10.6,2.3,0.792401628
05:37.9,43.0073,13.1297,6.7,2.2,0.792944369
07:59.4,42.9112,13.0493,10.8,2.2,0.79348711
11:25.7,42.9553,13.1778,10.9,2.2,0.794029851
14:40.2,42.791,13.2017,10.1,2.5,0.794572592
16:06.0,42.7172,13.2002,13.6,2.5,0.795115332
17:16.8,42.9035,13.1587,9,2,0.795658073
19:11.1,43.0338,13.1025,2.5,2.6,0.796200814
19:51.1,42.9013,13.1008,9.7,2.8,0.796743555
21:39.4,42.8082,13.0448,10.9,2,0.797286296
23:52.4,42.8968,13.1408,3.1,2.2,0.797829037
27:23.9,42.6768,13.215,13.3,2.3,0.798371777
29:10.0,43.0302,13.1032,6.2,2.3,0.798914518
31:36.8,42.9153,13.1197,10.7,2.2,0.799457259
31:48.6,42.679,13.2112,12.2,2.5,0.8
40:24.1,42.8177,13.1437,11.7,2,0.800542741
42:12.0,42.9167,13.1583,9.2,2.2,0.801085482
47:37.9,42.7693,13.2618,15.6,2.2,0.801628223
50:36.5,43.0282,13.1217,6.5,2.9,0.802170963
51:15.7,42.796,13.1507,10.8,2.8,0.802713704
59:35.9,42.9022,13.0363,10.5,2.6,0.803256445
01:08.7,42.7187,13.2752,10.7,2,0.803799186
04:46.1,43.0675,13.0763,8,2.4,0.804341927
08:17.7,42.9277,13.1152,9.8,2.5,0.804884668
10:06.1,42.7728,13.2067,10.3,2.9,0.805427408
11:01.9,42.693,13.1767,13.5,2.7,0.805970149
17:56.9,42.8078,13.161,10.5,2,0.80651289
20:53.5,42.7808,13.06,10.3,2,0.807055631
25:45.1,42.8512,13.261,15.5,2.3,0.807598372
29:13.7,42.9068,13.1467,9.2,2.2,0.808141113
31:25.2,43.0557,13.1273,8.4,3.3,0.808683853
34:09.2,42.9225,13.2173,8.4,2.4,0.809226594
37:22.6,43.0293,13.0773,6.9,2.4,0.809769335
45:22.4,42.6742,13.2038,13.8,2.6,0.810312076
46:42.1,42.7715,13.1642,10.7,2.2,0.810854817
49:56.5,42.8067,13.0487,9.9,2.1,0.811397558
50:39.3,42.8817,12.8285,15.2,2.2,0.811940299
52:20.6,42.8748,13.0607,9.9,3.1,0.812483039
53:01.8,42.7607,13.0807,10.1,2.2,0.81302578
57:08.5,42.6397,13.0968,9.7,2.1,0.813568521
03:46.4,42.9947,13.1427,7.1,2.5,0.814111262
08:04.5,42.7518,13.1445,15.6,3.2,0.814654003
09:46.0,42.9672,13.056,10.5,2,0.815196744
11:45.9,42.9988,13.0477,8.9,2.1,0.815739484
15:13.8,42.9058,13.038,10,2.3,0.816282225
20:14.5,42.8678,13.0207,8.7,2.4,0.816824966
23:27.1,42.769,13.1592,11.4,2.3,0.817367707
24:11.9,42.9032,13.1612,9.4,2.2,0.817910448
24:50.0,42.8527,13.0842,10,2,0.818453189
29:41.2,42.7543,13.1792,10.8,2.9,0.818995929
33:21.0,42.7107,13.2352,13.6,2.8,0.81953867
42:18.9,42.8018,13.1332,10.3,2.3,0.820081411
45:05.8,42.8678,13.0963,10.7,2.8,0.820624152
51:06.0,42.8027,13.164,10.7,2.5,0.821166893
52:26.6,42.8893,13.195,7.8,2.3,0.821709634
55:27.8,42.8998,13.1448,8.2,3.4,0.822252374
58:36.9,42.7698,13.1473,9.3,2.8,0.822795115
00:46.4,42.7737,13.1355,11.1,2.1,0.823337856
02:06.5,42.9002,13.1482,8.6,2.3,0.823880597
07:25.6,42.8748,13.0673,10,2.3,0.824423338
09:46.6,42.9035,13.0257,12.8,2.1,0.824966079
11:05.4,42.9003,13.1617,8.3,2.2,0.82550882
16:49.5,42.7688,13.1603,10,2.2,0.82605156
19:38.1,42.8433,13.1363,8.3,2.2,0.826594301
27:08.6,42.8895,13.0387,10.1,2.2,0.827137042
30:52.5,43.0718,13.0613,8.8,2.9,0.827679783
35:53.6,42.8795,13.1853,8.2,2.3,0.828222524
41:48.7,42.8057,13.178,8.6,2.6,0.828765265
43:06.1,42.8463,13.1572,10.5,3.1,0.829308005
51:29.1,42.7902,13.0652,9.3,2.4,0.829850746
55:07.9,42.9272,13.0307,16,2.2,0.830393487
59:16.6,42.8902,13.0652,10,2.8,0.830936228
00:23.6,42.754,13.1942,10.5,2.4,0.831478969
02:48.1,42.9318,13.0397,11.1,2.3,0.83202171
06:25.3,42.7447,13.1783,12.5,2.3,0.83256445
14:44.5,42.765,13.0518,10.3,3.2,0.833107191
16:45.5,42.8038,13.167,8.9,2.1,0.833649932
20:23.4,42.9388,13.2022,6.2,2.2,0.834192673
26:14.1,42.7773,13.1927,10.2,2.2,0.834735414
31:03.8,42.8313,13.0345,10.9,2.7,0.835278155
32:39.7,42.8652,13.0343,10.8,2.4,0.835820896
37:20.5,42.8093,13.2618,7.7,2,0.836363636
40:31.2,42.9453,13.1968,7.8,3.1,0.836906377
