Time,Latitude,Longitude,Depth/Km,Magnitude,magError
34:25.3,42.7667,13.1493,9.9,2.7,0.489552239
51:49.6,42.8212,13.2498,8.4,3.1,0.49009498
11:10.4,42.6757,13.216,13.3,2.1,0.49063772
22:50.9,42.6555,13.2378,11.3,2,0.491180461
29:17.7,42.803,13.2422,8.9,2,0.491723202
29:59.7,42.7325,13.2072,10.6,2,0.492265943
09:32.4,42.7318,13.1907,10.1,2.1,0.492808684
02:13.0,42.7863,13.1297,9.8,2,0.493351425
19:12.2,42.8168,13.1748,8.7,2.5,0.493894166
23:41.2,42.8053,13.221,14.8,2,0.494436906
04:23.3,42.6413,13.3002,10,2,0.494979647
02:37.0,42.7992,13.2062,8.5,2.8,0.495522388
50:23.6,42.6993,13.2532,12.1,2,0.496065129
10:44.5,42.7492,13.2663,13.3,2,0.49660787
36:12.0,42.8068,13.1428,10,2.2,0.497150611
49:50.9,42.8083,13.1497,9.9,2.2,0.497693351
13:39.3,42.7322,13.2377,11.9,2,0.498236092
16:47.7,42.872,13.2262,8.3,2.5,0.498778833
44:57.0,42.7813,13.1322,8.4,2.4,0.499321574
59:37.7,42.8023,13.1402,7.8,2.2,0.499864315
34:05.4,42.776,13.1327,8.4,2.9,0.500407056
34:55.5,42.7858,13.128,10.1,2.8,0.500949796
35:34.0,42.7907,13.1395,10.2,2.8,0.501492537
36:38.8,42.7837,13.126,9.8,2.7,0.502035278
42:23.1,42.7878,13.134,9.7,2.1,0.502578019
07:23.4,42.6517,13.1977,10.9,2.2,0.50312076
10:32.7,42.7867,13.1305,9.4,2.1,0.503663501
54:26.8,42.694,13.2513,13.8,2.3,0.504206242
14:45.4,42.7883,13.1307,10,2,0.504748982
17:14.8,42.676,13.2102,11.1,2.8,0.505291723
24:59.2,42.8077,13.1558,13.2,2,0.505834464
48:49.2,42.7867,13.1355,7.9,2.2,0.506377205
49:55.6,42.6788,13.2877,9.4,3,0.506919946
01:52.6,42.6832,13.2837,9.1,2.2,0.507462687
48:33.1,42.8442,13.1538,9.8,2.1,0.508005427
32:16.9,42.7887,13.1063,10.3,2.4,0.508548168
21:09.4,42.7082,13.2243,13.9,2,0.509090909
38:38.7,42.6805,13.2918,9.5,2.4,0.50963365
09:44.1,42.8618,13.2262,8.6,2.2,0.510176391
34:25.1,42.6737,13.2773,9.2,3.7,0.510719132
47:49.8,42.6808,13.2882,9.5,2.1,0.511261872
20:53.2,42.6772,13.2902,9.3,3.2,0.511804613
30:02.5,42.8055,13.1553,10.1,3.1,0.512347354
30:19.6,42.8073,13.1527,10,3.4,0.512890095
15:58.5,42.8067,13.1328,10.6,2.3,0.513432836
16:48.5,42.8538,13.2392,8.8,2.2,0.513975577
26:14.1,42.839,13.1432,8.1,2,0.514518318
39:46.9,42.8082,13.2058,9.9,2.8,0.515061058
51:17.1,42.7845,13.1653,9.8,2.3,0.515603799
29:42.1,42.6738,13.2792,8.9,2.5,0.51614654
49:29.7,42.7883,13.112,9.9,2.3,0.516689281
04:53.4,42.6063,13.2413,11,2.1,0.517232022
18:40.6,42.6842,13.2038,13.3,2,0.517774763
41:05.1,42.7893,13.234,13.1,2,0.518317503
13:59.5,42.66,13.2218,12.3,2,0.518860244
07:40.7,42.6983,13.2235,13.5,2.3,0.519402985
10:09.0,42.7868,13.2378,5.7,2.2,0.519945726
10:09.0,42.7988,13.2317,9.7,2.3,0.520488467
28:45.3,42.7782,13.1773,6.2,2,0.521031208
14:29.1,42.6312,13.2725,8.3,2.2,0.521573948
33:13.7,42.8678,13.2177,7.9,2.4,0.522116689
44:10.4,42.8045,13.1672,9.1,2,0.52265943
07:24.0,42.803,13.1547,8.8,3.5,0.523202171
47:03.2,42.7327,13.1897,10,2,0.523744912
59:53.1,42.6217,13.2838,8.6,2.1,0.524287653
21:25.4,42.8038,13.1492,10.7,2,0.524830393
38:25.0,42.8052,13.1577,9.9,2,0.525373134
07:21.5,42.6848,13.207,13,2.1,0.525915875
49:07.2,42.8587,13.0693,10.4,2.8,0.526458616
53:03.5,42.7968,13.1418,8,2.2,0.527001357
59:10.1,42.7857,13.1267,10.2,2.3,0.527544098
38:45.7,42.8488,13.2588,4.9,2.7,0.528086839
00:45.8,42.5862,13.2028,10.4,2.3,0.528629579
14:40.2,42.7412,13.1808,8.5,2,0.52917232
17:20.1,42.7988,13.2457,9.3,2.4,0.529715061
18:22.2,42.7957,13.2442,8.2,2.4,0.530257802
19:41.5,42.7843,13.1303,8.3,2.3,0.530800543
54:20.7,42.7853,13.1263,10,3,0.531343284
27:22.5,41.7218,13.8525,9.7,2,0.531886024
33:17.3,42.6847,13.2498,17.2,2,0.532428765
33:26.2,42.7722,13.1502,9.7,2.3,0.532971506
57:11.1,42.6148,13.3083,10.8,2.7,0.533514247
10:49.3,42.6237,13.3058,10.4,2.2,0.534056988
10:19.4,42.7572,13.1425,10.4,2,0.534599729
37:53.9,42.7443,13.2458,10,2.1,0.535142469
31:33.4,42.7908,13.1202,6.3,2.4,0.53568521
03:55.0,42.7563,13.1863,9.4,3.4,0.536227951
04:55.1,42.7597,13.1882,11.1,3.3,0.536770692
20:27.2,42.779,13.1287,5.4,2.4,0.537313433
08:07.0,42.8417,13.254,6.6,2.1,0.537856174
53:28.3,42.8113,13.2092,8.9,2.3,0.538398915
10:56.9,42.7507,13.239,9.4,2.1,0.538941655
47:02.8,42.7503,13.1867,8.2,2.8,0.539484396
48:09.3,42.7555,13.1878,12.1,2.2,0.540027137
54:26.3,42.7547,13.1862,8.5,2.6,0.540569878
49:26.2,42.7585,13.1522,5.9,2.1,0.541112619
32:33.6,42.8357,13.1352,10.3,2.1,0.54165536
48:14.3,42.7495,13.2437,10.6,2.4,0.5421981
48:36.7,42.7925,13.1308,9.3,2.1,0.542740841
56:44.1,42.84,13.1585,9.1,2.3,0.543283582
01:02.7,42.785,13.1283,7.9,2.5,0.543826323
13:20.7,42.8408,13.2497,6.8,2.2,0.544369064
28:31.5,42.8482,13.226,7.9,2.6,0.544911805
21:05.9,42.7848,13.1313,6.9,3,0.545454545
19:30.4,42.6547,13.3028,9.9,2,0.545997286
25:14.1,42.8518,13.2517,9.2,2,0.546540027
57:32.0,42.8248,13.2327,9,2,0.547082768
06:46.3,42.8098,13.161,9.5,2.5,0.547625509
39:00.4,42.8012,13.1473,10.1,2.5,0.54816825
18:45.8,42.7692,13.1605,11.7,2.2,0.548710991
19:27.6,42.6297,13.2858,9.4,2.6,0.549253731
29:29.4,42.7892,13.1327,9.7,2.1,0.549796472
53:06.2,42.7885,13.1403,10,2.5,0.550339213
32:42.4,42.8032,13.1452,8.8,2.2,0.550881954
13:12.4,42.8598,13.2218,8.6,2.2,0.551424695
32:59.5,42.8268,13.1518,9,2.9,0.551967436
53:37.3,42.7407,13.2475,9,2.2,0.552510176
02:40.5,42.6653,13.2157,13.4,2.1,0.553052917
03:44.4,42.7322,13.2228,12.2,2.1,0.553595658
17:57.0,42.7502,13.2427,9.4,2.2,0.554138399
46:29.2,42.7427,13.2278,10.7,3,0.55468114
06:16.9,42.565,13.1198,10.6,2,0.555223881
25:36.5,42.784,13.2212,9.8,2.2,0.555766621
44:03.4,42.7683,13.2278,12.9,2.3,0.556309362
50:23.5,42.7352,13.1907,10,2,0.556852103
55:09.1,43.1207,13.3813,21,2.3,0.557394844
13:03.0,42.875,13.2255,9,2.3,0.557937585
13:53.1,42.8163,13.2415,7.3,2.2,0.558480326
06:29.4,42.7797,13.1422,10.1,2.3,0.559023066
36:39.0,42.7583,13.225,10.2,2.1,0.559565807
51:03.2,42.7895,13.0608,11,2.1,0.560108548
50:13.3,42.6875,13.2913,6.8,2.3,0.560651289
43:49.2,42.6142,13.29,10.3,2.1,0.56119403
13:51.2,42.8365,13.0163,9.4,2.3,0.561736771
04:55.4,42.8383,13.245,8.4,2.3,0.562279512
42:52.1,42.7182,13.2643,9.3,2.2,0.562822252
18:48.3,42.7483,13.1827,10,2,0.563364993
40:44.4,42.7875,13.1282,9.2,2.3,0.563907734
51:01.3,42.8998,13.2072,9.4,2,0.564450475
06:41.9,42.7912,13.1278,6.5,2.7,0.564993216
20:16.2,42.7827,13.123,9.6,2.1,0.565535957
20:52.8,42.9213,13.2472,8.8,2,0.566078697
31:19.0,42.7795,13.1253,9.5,2.5,0.566621438
34:25.2,42.7813,13.117,8.6,2.4,0.567164179
46:23.9,42.786,13.1282,10.1,2.1,0.56770692
15:55.7,42.8352,13.1833,6.8,2,0.568249661
35:19.7,42.8408,13.2317,6.1,2.2,0.568792402
45:24.1,42.8768,13.2107,10.1,2,0.569335142
23:13.8,42.7867,13.1722,9.8,2.5,0.569877883
36:14.3,42.6128,13.3058,9.9,2,0.570420624
48:24.1,42.8192,13.1632,10.7,2,0.570963365
04:10.0,42.873,13.1633,8.7,3,0.571506106
05:19.2,42.8083,13.2205,9.6,2,0.572048847
50:19.6,42.7757,13.1547,9.4,2,0.572591588
55:29.3,42.74,13.1863,13.2,2,0.573134328
13:18.4,42.6362,13.2245,12.6,2.1,0.573677069
51:47.8,42.8632,13.2107,8,2.2,0.57421981
25:25.0,42.743,13.171,13,2,0.574762551
49:19.1,42.7488,13.1438,8.8,2.1,0.575305292
29:17.5,42.635,13.3042,8.2,2.3,0.575848033
48:15.7,42.7887,13.2015,9.8,2,0.576390773
51:58.7,42.8487,13.2622,9.1,2.2,0.576933514
06:52.7,42.8808,13.2388,9,2.8,0.577476255
08:38.7,42.7163,13.1823,11.7,2.3,0.578018996
08:54.5,42.7423,13.2957,12.2,2.2,0.578561737
09:46.9,42.8452,13.2382,8,2.2,0.579104478
36:57.6,42.7733,13.1398,8.5,2.3,0.579647218
55:42.9,43.0443,12.8788,7.9,2.2,0.580189959
53:23.0,42.666,13.3182,9.4,2.3,0.5807327
56:17.9,42.8715,13.2143,8.6,2,0.581275441
08:00.4,42.7137,13.2138,10.8,2.5,0.581818182
57:59.3,42.8568,13.2223,9,2.1,0.582360923
22:28.2,42.896,13.2482,9.3,3.3,0.582903664
38:37.6,42.8948,13.2468,9.3,3.4,0.583446404
47:15.6,42.8947,13.2523,9.1,2,0.583989145
15:09.2,42.7555,13.2402,9.7,2.5,0.584531886
06:17.5,42.858,13.2238,7.1,2,0.585074627
15:40.8,42.8122,13.2267,8.2,2.5,0.585617368
16:42.3,42.8837,13.1537,9.5,2.3,0.586160109
23:05.9,42.8448,13.1473,9.8,2,0.586702849
45:42.0,42.7965,13.2045,9.6,2.4,0.58724559
46:56.7,42.7527,13.1767,9.1,2.1,0.587788331
56:09.5,42.9088,13.2527,10.1,2.8,0.588331072
02:52.2,42.815,13.2257,7.2,2,0.588873813
51:56.5,42.7338,13.1967,10.1,2.3,0.589416554
48:57.0,42.6292,13.3178,10.9,2.1,0.589959294
54:10.4,42.5578,13.2993,10.4,2.1,0.590502035
36:38.7,42.8513,13.219,8.9,2.3,0.591044776
07:24.5,42.7927,13.2125,12.2,2.4,0.591587517
11:07.5,42.8457,13.1538,8.5,2.2,0.592130258
38:07.4,42.8702,13.2242,9.5,2.1,0.592672999
51:04.9,42.8127,13.2362,9.8,2,0.593215739
16:49.5,43.5483,13.7733,9.2,2.6,0.59375848
12:10.6,42.7037,13.2558,13.1,2.1,0.594301221
31:48.9,42.8173,13.2142,9.3,2,0.594843962
46:20.6,42.8802,13.2342,8.5,2.3,0.595386703
20:08.4,42.8082,13.2367,7.9,2.6,0.595929444
25:28.8,42.8363,13.2325,7.8,2.7,0.596472185
00:30.2,42.7182,13.0933,9.8,2.5,0.597014925
47:07.0,42.7897,13.2303,9.4,3.2,0.597557666
33:15.8,42.8463,13.2323,7.6,2.2,0.598100407
09:52.6,42.8542,13.2258,9.7,2,0.598643148
11:27.5,42.6065,13.2663,12.2,2,0.599185889
54:43.4,42.8508,13.2222,7.9,2,0.59972863
04:23.3,42.9292,13.2462,7.6,2,0.60027137
46:50.4,42.6878,13.2363,12.8,2.4,0.600814111
30:15.1,42.8325,13.2227,7.6,2.6,0.601356852
09:28.1,42.7805,13.124,9.6,2.6,0.601899593
44:33.6,42.8203,13.1827,9.5,2.1,0.602442334
36:27.2,42.8467,13.2458,6.7,2.4,0.602985075
33:10.7,42.7638,13.1627,13,2.3,0.603527815
18:05.4,43.1062,13.4045,21.6,2.4,0.604070556
21:34.9,42.4437,12.7873,8.3,2.1,0.604613297
41:35.4,42.8545,13.121,7.8,3.4,0.605156038
14:29.0,42.7628,13.166,11.7,2.4,0.605698779
21:05.7,42.8443,13.256,8.1,2.5,0.60624152
23:27.3,42.827,13.0523,8,2,0.606784261
40:12.8,42.827,13.1788,9.4,2.1,0.607327001
10:30.6,42.826,13.1812,10,2,0.607869742
46:03.1,42.8142,13.172,10.9,2.1,0.608412483
03:44.5,42.8208,13.185,8.7,2,0.608955224
29:31.0,42.6382,13.2192,12.5,3.2,0.609497965
01:21.5,42.4043,12.8662,8.9,2.2,0.610040706
05:57.8,42.8623,13.0682,9,2.1,0.610583446
16:08.1,42.8905,13.2278,9.3,2,0.611126187
05:40.1,42.5953,13.3168,10.7,2.1,0.611668928
04:52.4,42.7163,13.2248,11.1,2.2,0.612211669
34:18.3,42.7935,13.2173,9.7,3.2,0.61275441
47:21.1,42.7863,13.2207,8.6,2.1,0.613297151
14:04.3,42.5967,13.3337,10.4,2.4,0.613839891
23:52.8,42.658,13.2512,10.9,2,0.614382632
28:40.6,42.8448,13.2563,6.7,2,0.614925373
52:44.0,42.7663,13.2355,9.7,2.5,0.615468114
09:44.0,42.8793,13.1408,9.4,3,0.616010855
54:14.6,42.899,13.2487,8.8,2.9,0.616553596
54:59.6,42.9033,13.2578,9.3,2.5,0.617096336
56:09.6,42.8922,13.2498,8.2,2.6,0.617639077
19:05.6,42.786,13.2412,9.3,2.2,0.618181818
03:35.8,42.8318,12.9982,10.5,2.1,0.618724559
04:04.4,43.1982,13.2912,24.7,2,0.6192673
29:56.4,42.6223,13.3597,17.9,2.8,0.619810041
34:42.1,42.7827,13.1307,9.8,2.8,0.620352782
14:53.0,42.9063,13.2557,9.9,2.3,0.620895522
46:06.4,42.9013,13.2503,8.5,3.2,0.621438263
55:10.6,42.7943,13.2332,10.4,2,0.621981004
22:51.0,42.7437,13.1868,10.9,2.6,0.622523745
00:06.4,42.7458,13.1812,9.5,2,0.623066486
47:59.3,42.7485,13.1837,10.3,2.1,0.623609227
18:53.9,42.837,13.2687,9.1,2.1,0.624151967
24:01.8,42.8063,13.2223,9.1,2.1,0.624694708
05:00.8,42.8037,12.7685,9,2.2,0.625237449
14:24.9,42.9058,13.2538,9.2,2,0.62578019
07:18.3,42.6258,13.1675,13.8,2.2,0.626322931
53:36.6,42.8623,13.1367,8.9,2.1,0.626865672
09:25.2,42.8262,13.0593,8.9,2.2,0.627408412
54:00.3,42.7832,13.1343,10,2.7,0.627951153
07:53.4,42.7862,13.1338,9.9,2.2,0.628493894
28:50.0,42.9068,13.2545,9,2,0.629036635
43:50.0,42.8025,12.7678,9.3,2,0.629579376
30:35.4,42.8272,13.2433,9.3,2.2,0.630122117
15:01.8,42.7802,13.2003,10.2,3.2,0.630664858
41:50.3,42.6262,13.2162,12.3,2.7,0.631207598
19:03.2,42.7442,13.1747,8.5,3.5,0.631750339
23:02.3,42.7427,13.1855,10,2.1,0.63229308
40:58.9,42.7508,13.1932,10.7,3.2,0.632835821
13:56.7,42.8127,13.2588,8.9,2.2,0.633378562
28:53.0,42.7548,12.9908,10.5,2.1,0.633921303
11:09.7,42.7383,13.1853,9.5,3.9,0.634464043
32:38.9,42.7445,13.1938,9.9,2.5,0.635006784
32:38.9,42.7465,13.1977,10.2,2.7,0.635549525
45:52.2,42.7488,13.1882,10.6,2.6,0.636092266
54:36.1,42.8288,13.0427,9.5,2.1,0.636635007
23:17.4,42.7358,13.1772,10.9,2.1,0.637177748
56:53.6,42.7367,13.194,7,2.3,0.637720488
37:58.3,42.739,13.1933,10.4,2.2,0.638263229
39:02.1,42.7372,13.1923,10.6,2.2,0.63880597
57:09.1,42.7608,13.118,10.1,2.8,0.639348711
45:53.3,42.7472,13.1927,9.6,2.6,0.639891452
47:28.9,42.7442,13.1948,10.2,3.1,0.640434193
57:51.9,42.7327,13.1872,9.9,2.4,0.640976934
33:47.1,42.7442,13.1997,9.8,2.2,0.641519674
42:42.4,42.7403,13.1853,7.9,3.6,0.642062415
45:44.1,42.7403,13.1947,9.7,2.1,0.642605156
08:29.6,42.7465,13.1825,9.6,2.1,0.643147897
00:44.4,42.7473,13.1913,9.3,2.4,0.643690638
33:02.6,42.6323,13.212,11.2,2.8,0.644233379
58:28.6,42.9143,13.2567,9.5,2.4,0.644776119
18:47.9,42.7418,13.1867,10.3,2.2,0.64531886
27:33.9,42.9157,13.1837,9.7,2.1,0.645861601
42:37.5,42.9088,13.2568,6.2,2.6,0.646404342
43:33.6,42.8138,13.165,10.6,2.3,0.646947083
56:37.7,42.8088,13.219,9.4,2.2,0.647489824
20:51.4,42.7933,13.2142,10.3,2.5,0.648032564
47:42.4,42.8667,13.0762,9.1,2.2,0.648575305
06:26.1,42.8943,13.2548,9.4,2.3,0.649118046
39:46.6,42.746,13.1842,10.2,2.1,0.649660787
04:18.6,42.919,13.1823,9.8,2.5,0.650203528
11:47.4,42.7377,13.4023,15.3,2.2,0.650746269
43:27.9,42.8337,13.2375,9,2.1,0.651289009
47:25.7,42.7492,13.1883,9.4,2,0.65183175
20:11.9,42.8703,13.0742,9.4,2.5,0.652374491
25:05.6,42.8705,13.075,9,2.4,0.652917232
31:38.6,42.4627,13.3258,12.8,2,0.653459973
32:16.3,42.7528,13.1318,9.3,2,0.654002714
05:06.0,42.6017,13.3088,9.6,2,0.654545455
36:49.8,42.732,13.1927,8.9,2.4,0.655088195
00:52.0,42.5882,13.2992,9.7,2.8,0.655630936
32:48.3,42.7377,13.1942,9.7,2,0.656173677
01:57.8,42.7412,13.1813,10.1,2.2,0.656716418
32:50.7,42.8562,13.2533,8.5,3,0.657259159
01:50.7,42.7368,13.1967,10,2.3,0.6578019
52:40.6,42.8938,13.2347,9.2,2,0.65834464
58:09.6,42.7792,13.1253,8.7,2.4,0.658887381
24:15.1,42.8698,13.0752,9.5,2.4,0.659430122
07:35.7,42.7835,13.1253,9.8,2.1,0.659972863
24:10.3,42.8672,13.0747,8.2,3.2,0.660515604
59:19.7,42.8687,13.0723,9,2.4,0.661058345
04:07.9,42.8697,13.0678,8.4,2.2,0.661601085
53:16.0,42.8642,13.076,8.8,2,0.662143826
08:16.5,42.6925,13.2637,12.7,2.5,0.662686567
44:11.2,42.8627,13.0668,10.4,2.1,0.663229308
28:32.0,42.871,13.0703,9.1,2.5,0.663772049
35:35.8,42.8622,13.0755,8.2,2.4,0.66431479
30:50.0,42.7957,13.1835,12.8,2,0.664857531
49:16.1,42.7468,13.1342,7.2,2,0.665400271
53:33.2,42.8647,13.0822,8.7,2.6,0.665943012
56:49.9,42.8657,13.0728,8.8,3.1,0.666485753
29:39.0,42.8678,13.076,8.8,2.1,0.667028494
24:53.7,42.7327,13.1897,9.9,2.5,0.667571235
50:36.6,42.8683,13.0733,9.2,2.1,0.668113976
17:34.3,42.8643,13.0783,9,2.2,0.668656716
25:20.6,42.7295,13.1922,10,2.3,0.669199457
03:59.8,42.8732,13.0655,6.8,2.4,0.669742198
40:11.7,42.8393,13.151,9.8,2.1,0.670284939
40:02.0,42.7387,13.1887,9.1,2.3,0.67082768
43:45.5,42.7403,13.1868,10.5,2.2,0.671370421
25:24.1,42.8003,13.173,9.3,2,0.671913161
09:20.2,42.6318,13.329,11.1,3.3,0.672455902
27:24.5,42.7718,13.1432,9.6,2.2,0.672998643
50:47.9,42.7437,13.2282,12.5,2.1,0.673541384
45:48.1,42.8678,13.0707,9.3,2.8,0.674084125
21:51.3,42.4502,13.0467,14,2.1,0.674626866
56:50.1,42.8155,13.1798,9.3,2.5,0.675169607
59:08.3,42.809,13.1777,8.4,2,0.675712347
48:34.4,42.8708,13.0648,9.1,2.5,0.676255088
10:36.4,42.8487,13.159,10.5,2,0.676797829
21:20.0,42.7702,13.1843,11.1,2,0.67734057
34:39.4,42.7682,13.1507,9.5,2,0.677883311
37:48.0,42.8687,13.073,9,2,0.678426052
04:31.6,42.8677,13.0712,8.7,2,0.678968792
48:48.9,42.8603,13.2378,8.5,2,0.679511533
31:19.1,42.8658,13.0712,8.9,2.5,0.680054274
44:45.5,42.8582,13.0798,8.9,2.2,0.680597015
39:10.1,42.6422,13.3327,11.2,2,0.681139756
10:37.8,42.6487,13.2287,12.5,2,0.681682497
30:54.5,42.8918,13.256,9.4,3,0.682225237
47:14.3,42.8968,13.2527,9.4,2.7,0.682767978
00:15.8,42.8722,13.0723,9.1,2.2,0.683310719
45:28.8,42.638,13.331,11.2,2.1,0.68385346
02:25.4,42.7848,13.1333,8.9,2,0.684396201
09:12.1,42.8652,13.2387,9.4,2.3,0.684938942
36:58.3,42.8927,13.2535,7.7,2.1,0.685481682
16:13.8,42.7963,13.1642,9.7,2.5,0.686024423
41:05.3,42.862,13.2267,8.6,2.1,0.686567164
49:10.0,42.8142,13.2242,8.5,2,0.687109905
22:40.2,42.8692,13.0608,8.1,2.1,0.687652646
58:53.8,42.8847,13.2653,8,2,0.688195387
32:02.3,42.9008,13.2535,9.1,2.2,0.688738128
22:17.6,42.8178,13.2252,6.8,2.4,0.689280868
35:03.8,42.7233,13.2352,9.6,2.3,0.689823609
06:00.0,42.9012,13.253,9.2,2,0.69036635
39:09.2,42.7577,13.1907,9.7,2.1,0.690909091
48:26.1,42.7497,13.1762,9.4,3,0.691451832
32:35.5,42.7477,13.1757,9.2,4,0.691994573
39:46.9,42.7468,13.1852,10.5,2,0.692537313
28:24.5,42.8465,13.1532,9.9,3.3,0.693080054
48:23.1,42.7603,13.1437,7.7,2.5,0.693622795
47:24.4,42.8618,13.0748,8.7,2.3,0.694165536
48:33.2,42.6427,13.329,10.9,2,0.694708277
36:28.6,42.5813,13.3097,9,2.4,0.695251018
39:18.6,42.5838,13.3037,11.1,2.1,0.695793758
32:12.3,42.6685,13.2563,12.8,2.1,0.696336499
00:27.0,42.7297,13.1842,8.9,2,0.69687924
24:52.4,42.4093,12.8697,9,2,0.697421981
36:16.8,42.7368,13.1968,10.2,2.3,0.697964722
37:36.1,42.7277,13.1922,9.8,2.6,0.698507463
43:06.8,42.8815,13.1393,9.4,2.1,0.699050204
24:44.5,42.8548,13.2355,8.6,2.2,0.699592944
58:31.1,42.827,13.1638,7.9,2,0.700135685
22:56.3,42.8222,13.1772,9.1,2.1,0.700678426
17:42.4,42.8898,13.2377,7.6,2.1,0.701221167
56:38.9,42.7352,13.1827,11.5,2.2,0.701763908
11:30.4,42.7345,13.2093,9.7,2.4,0.702306649
27:53.2,42.731,13.2017,8.7,2,0.702849389
52:12.5,42.8102,13.2312,9.1,3,0.70339213
54:58.8,42.6422,13.2922,10.8,2.1,0.703934871
36:16.5,42.7998,13.2338,6.9,2.5,0.704477612
32:29.9,42.674,13.1852,12.6,2.1,0.705020353
36:42.4,42.8122,13.2323,9.5,2,0.705563094
58:02.7,42.7868,13.133,8.2,2.5,0.706105834
04:12.3,42.7673,13.0997,10.9,2,0.706648575
08:07.4,42.8812,13.1405,9.7,2.5,0.707191316
54:51.0,42.7383,13.1912,9.8,2.9,0.707734057
56:50.6,42.7508,13.1333,8.9,2.4,0.708276798
04:12.6,42.8227,13.2775,9.5,2.1,0.708819539
12:34.7,42.9087,13.2458,9.5,2.2,0.70936228
13:01.0,42.8182,13.241,8.7,2.1,0.70990502
45:31.1,42.7537,13.2443,12.8,2.3,0.710447761
58:02.4,42.8035,13.2133,10.1,2.1,0.710990502
58:34.8,42.8543,13.1583,8.2,2,0.711533243
00:34.9,42.7352,13.2108,10.2,2.4,0.712075984
05:48.5,42.8148,13.2305,7.8,2.6,0.712618725
37:53.9,42.8832,13.2402,7.7,2,0.713161465
22:21.3,42.8972,13.2098,9.5,2.1,0.713704206
21:45.6,42.8325,13.1532,9.8,2.1,0.714246947
52:41.9,42.5808,13.2767,11.5,2.2,0.714789688
48:55.9,42.701,13.2532,13,2.1,0.715332429
56:42.7,42.7018,13.2517,12.2,2,0.71587517
30:54.9,42.7717,13.0965,11,2,0.71641791
10:30.9,42.7538,13.1863,9.5,2,0.716960651
42:07.8,42.729,13.1885,9,2.2,0.717503392
24:56.3,42.7707,13.1322,6,2.9,0.718046133
25:18.0,43.5322,13.7963,8.8,2.3,0.718588874
33:55.2,42.8227,13.1825,9.2,2.2,0.719131615
22:15.6,42.7667,13.1687,12.6,2.6,0.719674355
48:12.4,42.5572,13.2663,12.2,2.5,0.720217096
15:40.0,42.7022,13.1168,14.6,2.3,0.720759837
19:21.2,42.8318,13.2212,9.7,2.2,0.721302578
55:45.5,42.9678,13.1503,8.8,2,0.721845319
01:45.7,42.6352,13.2467,12.2,2.2,0.72238806
50:42.1,42.8565,12.84,10.7,2,0.722930801
06:22.1,42.3977,12.8593,8.6,2.2,0.723473541
22:41.0,42.6225,13.3177,8.9,2.8,0.724016282
34:24.4,42.8613,13.2325,9.6,2.1,0.724559023
27:05.3,43.3842,12.5377,8.9,2.9,0.725101764
43:08.5,42.8593,13.2297,3,2,0.725644505
48:06.5,42.8752,13.1537,8.7,2,0.726187246
12:38.3,42.8465,13.2537,9.5,2.1,0.726729986
33:49.3,42.7907,13.2117,9.6,2.4,0.727272727
47:31.7,42.7792,13.1983,12.9,2,0.727815468
37:56.0,42.7223,13.1512,9,2.5,0.728358209
41:18.4,43.3788,12.5462,7.9,3,0.72890095
13:54.2,42.7958,13.1418,7.6,2.1,0.729443691
00:10.5,42.8142,13.0688,9.4,2.2,0.729986431
07:35.4,42.8647,13.2258,8.4,2,0.730529172
38:39.9,42.744,13.2497,14.2,2,0.731071913
05:45.7,42.8922,13.2387,8.2,2,0.731614654
30:47.3,42.8177,13.0643,8.2,2.1,0.732157395
35:00.2,42.7345,13.2755,15.2,2,0.732700136
09:26.4,42.7887,13.1287,10.5,2.1,0.733242877
50:41.8,42.7877,13.1822,10.2,2.1,0.733785617
02:09.0,42.5172,13.46,10.7,2,0.734328358
05:52.3,42.8668,13.2037,7.7,2.6,0.734871099
54:59.5,42.5175,13.4615,11.1,2.1,0.73541384
10:36.3,42.8802,13.1275,8.7,5.4,0.735956581
21:14.9,42.9033,13.1387,8.5,2.6,0.736499322
24:15.6,42.8683,13.1537,7.4,2.5,0.737042062
32:11.6,42.8647,13.1467,8,2.1,0.737584803
36:38.3,42.866,13.1313,8,2.8,0.738127544
37:37.5,42.7747,13.1402,6.8,2.4,0.738670285
44:52.8,42.8832,13.1377,8.7,2.5,0.739213026
48:43.1,42.8822,13.1007,9.5,2.1,0.739755767
51:50.7,42.8612,13.0968,9.9,2.1,0.740298507
52:42.4,42.733,13.166,10.8,2.7,0.740841248
55:03.3,42.8558,13.096,9.1,3,0.741383989
58:18.8,42.8322,13.1362,8.9,2.7,0.74192673
02:22.9,42.9057,13.1212,8.8,2.5,0.742469471
10:28.2,42.8675,13.0912,10.3,2.1,0.743012212
19:23.4,42.9077,13.1128,9.4,2.4,0.743554953
28:06.2,42.8683,13.0885,10.1,2.4,0.744097693
32:56.0,42.8862,13.1477,8.9,2.8,0.744640434
34:34.1,42.8712,13.1428,8.2,3,0.745183175
39:19.4,42.8808,13.0925,10,3.4,0.745725916
43:53.9,42.8438,13.1085,9.1,2,0.746268657
54:04.5,42.8857,13.1377,9.6,2.2,0.746811398
00:29.9,42.9073,13.1157,9,3.2,0.747354138
03:51.5,42.8542,13.1343,9.1,2.6,0.747896879
05:47.0,42.8893,13.1275,8.9,3,0.74843962
13:23.3,42.8723,13.141,6.7,2.2,0.748982361
18:05.8,42.9087,13.1288,7.5,5.9,0.749525102
