latitude,longitude,depth,mag,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst
58.26016667,-155.1223333,4.16,-0.55,7,100,,0.13,0.36,0.87,0.195429063,7
37.4623333,-121.786,2.23,1.34,25,86,0.01655,0.1,0.21,0.39,0.24,25
61.5724,-150.0156,38.6,0.8,,,,0.34,,1.3,,
53.5686,-167.0551,16,1.5,,,,0.34,,5.2,,
60.6203,-141.5132,0,0.8,,,,0.73,,0,,
58.17366667,-155.3311667,0.82,-0.13,4,248,,0.05,0.59,1.25,0.307232773,4
39.0743,-119.6321,11,-0.1,5,196.08,0.029,0.0876,,2.4,0,1
33.8131667,-116.7181667,11.99,0.47,17,118,0.06901,0.06,0.24,0.32,0.147,10
57.3617,-154.8776,52,1.1,,,,0.25,,1,,
58.2567,-155.1042,1.2,1.2,,,,0.31,,0.2,,
43.8639,-76.0147,6.62,1.4,11,105,0.285,0.39,1.4,2,0.181,4
33.6983333,-116.8073333,17.58,0.82,25,68,0.07605,0.16,0.38,0.47,0.07,6
38.7991676,-122.8075027,1.77,0.83,21,64,0.01137,0.03,0.2,0.43,0.25,21
38.7806664,-122.7565002,1.01,1.08,18,112,0.01228,0.05,0.28,0.47,0.24,17
58.18433333,-155.2761667,1.63,-0.34,6,148,,0.05,0.29,1.01,0.254564849,6
47.50783333,-121.9396667,22.25,1.06,14,164,0.04746,0.21,1.1,0.65,0.150112695,8
61.0635,-152.3617,110.3,1.1,,,,0.49,,0.8,,
62.7852,-143.3283,9.2,0.8,,,,0.77,,0.3,,
33.8375,-117.6625,5.29,0.75,14,102,0.04998,0.19,0.37,0.5,0.1,8
58.18216667,-155.3236667,0.64,-0.69,6,162,,0.03,0.21,0.91,0.210649015,6
33.6885,-116.8048333,17.52,1,21,125,0.06847,0.2,0.54,0.76,0.202,19
37.2898333,-121.5798333,7.17,0.36,6,114,0.06873,0.06,0.51,0.89,0.179,6
0.8122,126.1014,23.063,4.7,33,61,1.266,1,8.08,3.895,0.096,33
60.2219,-152.2161,71.3,1.6,,,,0.61,,0.3,,
51.86266667,-178.0636667,-1.8,0.89,4,173,,0.29,1.05,1.79,0.202748754,4
60.0009,-152.6346,82.6,1.4,,,,0.48,,0.3,,
51.86216667,-178.0695,-1.76,0.99,4,182,,0.22,0.66,1.52,0.277383941,4
38.1853,-117.7784,7.9,2.3,12,91.71,0.122,0.1779,,1.2,0.38,7
62.9669,-150.8707,103.2,1.4,,,,0.57,,0.4,,
60.1857,-153.2963,139.1,2.1,,,,0.72,,0.3,,
36.4985,-89.53566667,6.86,1.28,16,47,0.04074,0.07,0.3,0.76,0.039404384,11
51.3463,-176.8851,35,2.6,11,242,0.47,0.18,4.57,2.016,0.148,10
35.0301667,-118.8611667,18.73,0.57,11,146,0.09642,0.15,0.53,0.6,0.237,3
56.9231,-158.1345,8.1,1.7,,,,0.73,,0.1,,
64.9839,-147.3785,0,1.6,,,,0.62,,0,,
38.8343315,-122.817337,0.62,0.64,12,69,0.01231,0.04,0.24,0.79,0.48,13
60.2745,-152.2707,90.7,1.5,,,,0.61,,0.4,,
19.16533279,-155.4938354,33.29000092,2.27999997,39,114,,0.150000006,0.66,0.930000007,1.82000005,18
31.62259008,-104.2421754,4.614794922,2,24,92,0.052778742,0.3,1.677963394,1.75819428,0.1,13
39.1259,-120.0158,7.5,0.5,9,83.86,0.081,0.0776,,1.5,0,1
19.12866592,-155.3934937,29.80999947,1.88,41,184,,0.109999999,0.71,0.99000001,0.790000021,12
58.16216667,-155.3881667,1.59,-0.21,7,200,,0.09,0.32,0.98,0.117990024,7
59.7625,-152.697,89.5,1.4,,,,0.46,,0.3,,
61.5846,-151.3307,6.9,1.2,,,,0.83,,0.2,,
33.7103333,-116.7653333,15.38,1.37,58,28,0.04266,0.2,0.21,0.38,0.166,28
35.7965,-117.6216667,8.51,1.11,20,87,0.117,0.12,0.18,0.78,0.163,11
58.25633333,-155.111,3.81,-0.04,9,89,,0.08,0.31,0.57,0.130775877,9
19.38366699,-155.2779999,1.450000048,1.82000005,17,67,,0.150000006,0.33,0.159999996,1.63,10
58.17533333,-155.3325,0.78,-0.5,4,172,,0.03,0.25,1.28,0.23426329,4
58.261,-155.0833333,4.45,-0.16,9,103,,0.18,0.41,1.12,0.137332244,9
58.24933333,-155.0961667,2.44,-0.29,8,123,,0.1,0.31,0.72,0.167883874,8
36.76466667,-98.06533333,6.31,2.13,80,83,0.09718093,0.841469804,,0.4,0.23,51
58.26,-155.0818333,4.51,-0.46,6,103,,0.12,0.35,0.69,0.142745724,7
58.2605,-155.0771667,4.16,-0.46,7,106,,0.12,0.34,0.66,0.237524977,7
58.26016667,-155.0811667,4.75,-0.33,9,103,,0.13,0.35,0.49,0.178098394,9
58.2512,-155.0986,0.2,1.7,,,,0.28,,0.3,,
61.2466,-146.7929,0,1,,,,0.7,,0,,
58.25883333,-155.065,4.32,0,5,116,,0.22,0.63,1.1,0.155051125,5
58.174,-155.349,1.69,0.42,7,176,,0.06,0.24,0.44,0.125323919,7
36.7384,-116.1634,4.2,-0.3,5,169.33,0.032,0.0758,,3,0.08,2
58.25466667,-155.0936667,-2.19,0,9,96,,0.24,0.47,3.12,0.167788871,9
58.2585,-155.0768333,4.44,0.79,11,106,,0.16,0.36,0.59,0.210346998,11
58.2549,-155.0963,2.1,1.1,,,,0.38,,0.3,,
58.25916667,-155.0928333,4.87,0.79,13,99,,0.22,0.58,0.81,0.230278464,13
58.25316667,-155.1175,3.18,-0.3,6,111,,0.08,0.26,0.79,0.151602998,7
52.4631,106.9291,10,4.3,21,66,2.174,1.21,6.66,1.777,0.111,23
58.17716667,-155.33,1.13,0.61,4,168,,0.04,0.23,0.95,0.286939509,6
58.2545,-155.0826,3.2,1.1,,,,0.28,,0.2,,
58.2542,-155.0817,2.9,0.8,,,,0.29,,0.2,,
58.2595,-155.082,4.25,0.43,9,104,,0.15,0.34,0.73,0.201349392,9
58.2483,-155.0868,1.8,0.8,,,,0.37,,0.4,,
58.2505,-155.0747,1.6,0.7,,,,0.52,,0.2,,
58.25833333,-155.0891667,4.41,-0.16,8,100,,0.15,0.35,0.84,0.115060151,9
58.2634,-155.0972,0.5,1.4,,,,0.57,,0.4,,
38.8058333,-122.8213333,2.47,0.96,33,57,0.006837,0.03,0.17,0.26,0.394,27
58.25433333,-155.0913333,3.94,-0.3,8,98,,0.07,0.27,0.55,0.138570499,8
58.26066667,-155.0941667,4.68,-0.22,7,98,,0.13,0.34,0.56,0.079520525,7
55.9555,-159.7221667,27.16,1.48,6,316,,0.3,2.15,1.98,0.099866966,6
58.25266667,-155.0866667,5.08,-0.13,6,104,,0.19,0.54,0.99,0.104853995,6
47.74316667,-121.9048333,5.86,0.75,8,125,0.07956,0.13,0.42,1.85,0.160923628,3
46.85333333,-121.7465,4.79,0.33,4,214,0.02003,0.17,2.47,1.25,0.146609254,4
58.25883333,-155.0795,4.74,0.02,10,105,,0.12,0.3,0.49,0.226129315,10
19.16466713,-155.4620056,28.55999947,1.96000004,35,169,,0.129999995,0.73,0.959999979,1.79999995,10
34.0478333,-116.4206667,5.42,1.33,35,57,0.03332,0.14,0.18,0.42,0.165,31
19.1635,-155.4695,31.72,2.63,47,87,,0.1,0.42,0.54,0.114033906,19
60.1187,-153.068,116.8,1.4,,,,0.47,,0.2,,
58.25116667,-155.089,5.65,-0.85,5,107,,0.19,0.55,1.3,0.083494931,5
38.831501,-122.8178329,1.7,1,19,67,0.01011,0.01,0.23,0.45,0.24,19
64.9821,-151.3078,20.5,1.4,,,,0.7,,0.2,,
38.8303333,-122.8176667,1.78,1.42,44,37,0.00912,0.05,0.12,0.19,0.149,39
33.9811667,-116.771,17.24,0.85,28,110,0.06812,0.14,0.25,0.62,0.104,23
44.51966667,-114.687,6.32,1.53,11,68,0.4841,0.14,0.49,1.12,0.265590047,12
53.5706,-167.0316,15.7,1.8,,,,0.5,,1.2,,
19.1906662,-155.3860016,32.27000046,2.15,41,164,,0.129999995,0.61,0.829999983,4.28,5
38.8158333,-122.8231667,2.43,0.4,11,99,0.008392,0.02,0.37,0.35,0.38,11
61.2763,-147.6192,0,1.1,,,,0.39,,0,,
36.6935,-116.2009,3.6,-0.2,7,238.78,0.019,0.1007,,2.5,0.28,3
33.6606667,-116.6806667,16.26,0.53,24,110,0.0576,0.16,0.42,0.57,0.299,11
-5.2312,153.011,31.209,4.2,19,154,1.334,0.6,10.32,5.841,0.153,12
-14.3166,170.4038,636.933,4.2,49,61,8.105,0.44,13.8,8.881,0.052,105
58.1715,-155.3596667,2,0.08,8,182,,0.06,0.27,0.4,0.195842555,8
34.1683333,-117.6235,9.76,1.07,47,57,0.04903,0.15,0.21,0.32,0.118,22
60.2094,-141.5952,2.2,1,,,,0.79,,0.3,,
58.1865,-155.313,1.81,-0.27,8,155,,0.08,0.24,0.42,0.190791549,8
44.8103333,-110.433,9.49,1.23,14,103,0.08106,0.15,0.78,1.72,0.09,2
32.5975,-115.7331667,6.23,1.96,38,63,0.052,0.24,0.27,0.61,0.202,32
33.6176667,-117.9715,14.27,1.16,20,222,0.07073,0.19,0.67,0.43,0.177,13
63.2566,-150.4332,109,1.3,,,,0.69,,0.5,,
38.509,-122.4206667,7.41,1.27,37,53,0.07869,0.14,0.21,0.5,0.255,32
60.4737,-151.1291,10.2,1.5,,,,0.87,,0.4,,
58.295,-154.9815,3.94,-0.18,8,131,,0.15,0.45,0.77,0.221443368,8
58.29366667,-155.1135,4.25,-0.38,3,195,,0.03,1.18,0.76,0.183936404,4
35.6418333,-121.2485,6.86,1.55,26,202,0.08713,0.07,0.3,0.43,0.307,23
64.4183,-147.4369,3.6,0.9,,,,0.64,,0.3,,
33.7095,-117.5195,9.28,1.19,23,127,0.09852,0.2,0.38,0.8,0.176,27
53.5299,-167.0321,13.9,2,,,,0.54,,2.5,,
60.6064,-141.5848,0,0.9,,,,0.68,,0,,
61.9703,-151.8933,102.1,1.4,,,,0.62,,0.4,,
52.4669,-174.506,191.595,3.2,21,119,0.186,0.43,11.44,4.339,0.115,10
37.2958333,-121.6203333,6.39,0.86,10,89,0.04904,0.06,0.33,0.53,0.217,10
58.26383333,-155.0903333,3.77,-0.44,4,128,,0.13,0.52,1.46,0.229145803,4
59.9218,-139.3642,0,1.5,,,,0.55,,0,,
-6.4469,152.1077,12.404,4.4,31,152,2.242,0.33,11.01,5.614,0.12,20
58.1917,-155.3265,0.6,1.1,,,,0.51,,0.3,,
19.40966606,-155.2768402,0.660000026,1.84,20,94,,0.209999993,0.44,0.270000011,0.32,5
17.4838,122.3072,31.537,5.2,110,41,5.43,0.51,7.25,4.328,0.056,31
59.2918,-151.9409,62.8,1.8,,,,0.5,,0.5,,
62.931,-150.6949,101.2,1.1,,,,0.5,,0.7,,
31.63987119,-104.3910939,6.440063477,2.2,33,63,0.038548855,0.2,1.029682555,0.953223883,0.1,14
37.4613333,-121.7905,2.85,0.88,20,61,0.01349,0.1,0.25,0.41,0.229,18
59.7725,-150.8185,56.6,1.6,,,,0.64,,0.4,,
58.18583333,-155.291,2.32,-0.55,6,150,,0.1,0.29,0.69,0.240022993,6
17.9245,-66.98133333,9.14,2.77,24,228,0.0747,0.11,0.35,0.45,0.19591268,13
38.8153343,-122.8251648,2.04,1.05,17,53,0.007178,0.02,0.23,0.41,0.31,19
37.1501,-117.3944,4,0.6,10,178.81,0.184,0.1573,,4.5,0.55,7
44.2785,-114.8231667,4.56,1.73,11,69,0.5727,0.21,0.6,2.12,0.356863725,11
58.2595,-155.0913333,3.14,-0.21,5,128,,0.06,0.42,1.13,0.197655695,5
53.5314,-167.0424,13.2,2.1,,,,0.53,,3.8,,
33.9156667,-116.7485,16.03,1.17,57,56,0.02966,0.14,0.13,0.36,0.139,34
38.788166,-122.7663345,2.13,0.82,17,75,0.01347,0.02,0.27,0.52,0.2,17
33.3973333,-116.3985,12.72,0.85,27,120,0.07515,0.13,0.29,0.66,0.096,16
31.61169711,-104.5110793,8.419580078,2,26,74,0.057674573,0.3,1.349318679,1.036209282,0.1,10
54.5461,-163.606,76,1.6,,,,0.4,,0.3,,
58.2353,-154.0871,5.9,1.6,,,,0.64,,0.3,,
31.63571774,-104.3937475,6.131567383,2.9,18,64,0.038556744,0.2,1.31419612,1.188081445,0.1,43
38.7906685,-122.7456665,1.05,1.12,15,88,0.01019,0.03,0.24,0.54,0.17,15
61.311,-149.2564,14.3,1.1,,,,0.69,,0.2,,
38.7903328,-122.7456665,1.04,1.08,12,87,0.01504,0.03,0.25,0.99,0.18,11
40.1179,-119.1839,16.9,1,4,192.88,0.423,0.1626,,1.9,0.18,3
58.1773,-155.3144,1,0.7,,,,0.69,,0.2,,
17.99116667,-66.83483333,13.02,2.38,7,174,0.04522,0.11,0.88,0.85,0.017216126,5
63.2679,-150.5519,118.5,1,,,,0.46,,0.4,,
37.4591667,-121.7863333,2.3,1.23,37,48,0.01422,0.09,0.2,0.31,0.185,28
53.5429,-167.0586,13.4,1.9,,,,0.53,,1.2,,
58.24733333,-155.0993333,-2.19,0,7,119,,0.12,0.32,3.21,0.166017001,7
51.8595,-178.0688333,-0.79,1.36,5,185,,0.3,0.8,2.09,0.204662711,5
63.501,-149.0592,6.3,0.9,,,,0.88,,0.2,,
36.0108333,-117.3243333,7.27,1.18,19,203,0.1242,0.2,0.57,1.59,0.106,8
33.9473333,-117.0723333,17.14,0.89,39,41,0.08055,0.16,0.2,0.47,0.104,14
62.9869,-149.9584,84.4,2.4,,,,0.69,,0.2,,
46.1955,-122.198,1.64,0.53,11,116,0.006553,0.07,0.35,0.61,0.240750766,5
58.25733333,-155.0923333,2.76,-0.27,6,127,,0.08,0.37,0.66,0.196308525,6
61.41466667,-152.0706667,9.75,-0.08,7,151,,0.07,0.49,1.19,0.229510183,8
67.2841,-150.6899,4.6,1.1,,,,0.66,,0.4,,
57.7168,-155.9053,11.4,1.1,,,,0.7,,0.5,,
58.18333333,-155.3295,0.25,-0.6,5,162,,0.03,0.21,1.13,0.097582519,5
59.4026,-154.2071,2.7,1.1,,,,0.7,,0.5,,
74.7736,112.9069,10.07,4.2,44,60,5.585,0.49,10.1,5.026,0.095,31
18.727,147.6245,10,4.4,42,155,3.886,0.54,12.1,1.914,0.102,28
60.3073,-150.8723,64.7,1.4,,,,0.55,,0.5,,
33.6481667,-116.7151667,15.85,1.08,52,54,0.04023,0.2,0.19,0.34,0.134,34
33.6538333,-116.713,15.74,0.51,15,89,0.03598,0.08,0.26,0.37,0.198,6
40.2778333,-123.8275,28.19,2.34,29,54,0.03779,0.08,0.27,0.46,0.337,37
58.25783333,-155.0948333,2.82,-0.21,4,131,,0.06,0.45,1.25,0.223511793,4
61.1476,-146.8347,0,1.2,,,,0.36,,0,,
60.599,-149.0927,9.9,1,,,,0.63,,0.3,,
68.3726,-147.4789,1.1,1.3,,,,0.69,,0.3,,
53.5461,-167.0349,13.1,1.6,,,,0.57,,0.5,,
60.04333333,-153.0878333,0.38,-0.82,4,185,,0.06,0.42,1.32,0.337391827,4
44.718,-111.193,5.17,0.3,9,208,0.03288,0.13,0.74,1.11,0.324,7
36.3509,36.2119,10,4.6,124,47,1.146,0.54,6.14,1.864,0.075,17
55.1598,-159.5675,25.6,1.7,,,,0.43,,3.4,,
34.69733333,-96.138,7,0.98,19,108,0.210558681,0.24,,1.5,0.27,5
63.2907,-150.5844,125.3,1.3,,,,0.67,,0.5,,
2.4302,127.2941,94.779,4.5,15,166,1.649,0.38,11.06,6.719,0.171,12
35.24716667,-98.04966667,6.81,2.84,74,72,0.035992937,0.19,,0.4,0.24,32
58.27066667,-155.0986667,5.75,-0.1,4,121,,0.11,0.46,1.06,0.173787263,4
58.1704,-155.3657,0.9,0.9,,,,0.9,,0.2,,
45.0121,-66.8911,5,2,15,150,0.112,0.42,1.74,1.997,0.148,6
61.0319,-148.0708,3.7,1.7,,,,0.83,,0.4,,
3.0743,-74.7779,184.391,4.6,13,174,1.818,0.29,7.64,11.065,0.074,24
58.26283333,-155.103,4.08,-0.3,5,115,,0.15,0.51,1.38,0.262384073,5
53.5556,-167.0489,19,1.8,,,,0.54,,0.3,,
53.5519,-167.0579,17.2,1.9,,,,0.54,,0.3,,
58.27233333,-155.0268333,25.88,0.44,3,246,,0.08,3.39,1.08,0.338745324,4
53.5254,-167.0409,13.2,3.2,,,,0.56,,0.6,,
58.1557,-153.0257,67.7,1.6,,,,0.49,,0.9,,
61.1619,-146.8913,0,1.1,,,,0.77,,0,,
37.4761,-116.9614,11.9,0.6,5,225.81,0.383,0.042,,21.3,0.95,4
62.094,-151.2783,69.6,0.9,,,,0.41,,1.3,,
59.6174,-152.3488,62.6,1.4,,,,0.7,,0.5,,
58.2685,-155.095,5.15,-0.5,4,121,,0.15,0.59,1.37,0.212789963,4
35.6565,-119.7713333,3.37,1.44,21,119,0.1909,0.2,0.5,4.49,0.249,13
53.1997,-167.4141,18.1,1.9,,,,0.7,,1.9,,
53.5195,-165.6595,40.1,1.8,,,,0.27,,3.4,,
-23.3425,-66.8884,235.3,4.4,32,50,1.25,0.5,9.62,8.633,0.19,9
63.3893,-150.9848,6,1,,,,0.82,,0.3,,
38.8281667,-122.8536667,2.74,0.1,25,62,0.00258,0.03,0.16,0.23,0.374,25
47.23166667,-113.4785,18.52,0.72,11,92,0.01442,0.04,0.53,0.6,0.150884003,4
33.2308333,-116.7315,11.99,0.79,43,40,0.02342,0.16,0.2,0.48,0.074,14
58.241,-155.1411667,-2.17,-0.38,8,105,,0.14,0.36,2.9,0.158674727,9
58.8045,-154.2332,89.8,1.1,,,,0.26,,1.5,,
58.2764,-150.6686,14.2,1.6,,,,0.66,,2.6,,
60.0554,-152.7781,102.4,1.8,,,,0.52,,0.4,,
61.1778,-146.8438,0,0.9,,,,0.57,,0,,
53.519,-167.0102,16.6,1.5,,,,0.41,,4.6,,
19.0123,-63.8761,31,3.49,5,332,1.2659,0.53,6.6,32.42,0.09,4
63.1771,-147.1223,11.3,0.7,,,,0.59,,0.3,,
58.25933333,-155.1063333,-2.2,-0.3,6,113,,0.23,0.45,3.94,0.25713588,6
38.9581667,-123.1465,6.38,1.23,20,57,0.03998,0.08,0.2,0.41,0.166,15
59.9815,-152.4999,76.2,1.4,,,,0.49,,0.4,,
33.2291667,-116.7318333,12.31,0.65,35,52,0.02357,0.16,0.21,0.54,0.149,11
46.899,-121.7283333,-1.52,0.11,6,318,0.02831,0.05,0.55,9.24,0.104159827,3
58.20033333,-155.2633333,2.51,0.34,9,129,,0.05,0.2,0.44,0.15105877,9
58.2345,-155.1308333,7.38,-0.58,7,93,,0.07,0.35,0.75,0.291181825,7
-25.3571,-70.5066,40.047,5.2,102,74,0.734,1.05,4.29,4.422,0.073,18
39.5811,-120.0495,9.2,0.2,6,142.24,0.073,0.1099,,2.2,0.19,2
59.1598,-136.2149,7.8,1.3,,,,0.79,,0.5,,
38.8135,-122.7965,1.28,1.16,39,30,0.005603,0.04,0.13,0.2,0.21,34
38.8139992,-122.7961655,1.22,0.76,11,100,0.00606,0.01,0.29,0.71,0.12,12
52.8146,-166.6686,5.7,1.8,,,,0.36,,1.7,,
37.6766,-115.7783,10.8,0.8,8,251.45,0.041,0.1925,,2,0.11,2
17.94083333,-66.91983333,8.18,2.35,12,213,0.03297,0.13,0.48,0.41,0.150447072,6
58.2755,-155.0613333,6.18,-0.11,4,167,,0.13,0.81,1.17,0.311833779,4
57.9732,-155.8276,4,0.8,,,,0.6,,1,,
44.6291667,-110.3478333,4.86,0.32,6,96,0.0789,0.07,0.38,0.87,0.368,3
38.8026657,-122.8190002,3.25,0.77,10,75,0.01008,0.02,0.46,1.6,0.04,10
59.2568,-152.7808,8.4,1.2,,,,0.81,,0.3,,
62.1558,-149.5807,42.3,1.1,,,,0.58,,0.9,,
38.7728333,-122.9526667,6.51,0.97,36,96,0.04875,0.07,0.26,0.57,0.185,33
61.3012,-151.8438,88.8,1.2,,,,0.47,,0.8,,
39.4935,-119.9649,6,0.6,5,165.77,0.114,0.0884,,2.7,0.22,2
37.3876667,-118.6356667,10.95,1.36,24,103,0.2041,0.05,0.39,1.65,0.073,16
57.3095,-153.239,24.9,1.7,,,,0.63,,3.5,,
58.26466667,-155.0898333,4.84,-0.03,7,103,,0.1,0.43,0.54,0.218107684,7
61.7406,-149.5765,19.1,1.3,,,,0.73,,0.3,,
38.7886658,-122.7713318,3.22,1.02,8,104,0.01372,0.02,0.57,1.42,0.18,10
36.2775,-119.7201667,17.73,2.19,28,96,0.2764,0.2,0.49,0.79,0.421,28
58.2445,-155.1543333,3.3,-0.79,5,152,,0.05,0.35,0.83,0.178568027,5
38.8255005,-122.7985001,1.94,1.06,15,51,0.009282,0.01,0.28,0.55,0.17,15
62.3165,-154.9728,1.1,1.9,,,,0.96,,0.3,,
58.26883333,-155.0913333,5.66,-0.2,7,112,,0.09,0.31,0.54,0.155702154,6
60.6387,-149.3465,12.1,1,,,,0.43,,0.6,,
38.8201675,-122.8225021,2.15,1.08,25,48,0.01022,0.02,0.21,0.35,0.14,27
35.5583333,-117.4818333,3.87,1.29,26,57,0.1013,0.14,0.2,0.83,0.171,11
35.645,-121.2466667,7.12,1.64,28,201,0.08437,0.04,0.26,0.25,0.233,24
67.1948,-170.247,22.5,2.9,,,,0.41,,3.8,,
61.8244,-150.903,60.4,1.9,,,,0.48,,0.4,,
62.7585,-150.6521,90.6,1.8,,,,0.58,,0.4,,
38.8230019,-122.8535004,3.07,0.78,8,129,0.01443,0.01,1.03,1.25,0.13,9
38.8255005,-122.8013306,1.29,0.42,6,96,0.007146,0.02,0.4,1.56,0.24,8
38.8175011,-122.8241653,2.29,0.89,12,65,0.009468,0.01,0.33,0.91,0.16,14
37.4858,-117.9683,0,1.1,4,243.66,0.36,0.313,,0,0.08,2
51.4728,-176.3318,47.926,2.7,11,257,0.392,0.21,5.99,13.073,0.115,10
61.7602,-149.5395,28.7,1.1,,,,0.67,,0.3,,
38.8195,-122.8226667,1.93,1.23,47,43,0.01031,0.05,0.13,0.24,0.182,40
31.65686131,-104.3933983,6.594311523,2,31,59,0.03294576,0.2,0.882702884,1.044994173,0.1,19
33.0155,-116.2465,9.41,0.89,31,63,0.07729,0.2,0.25,0.77,0.154,7
53.4504,-170.3899,201.052,2.7,11,279,0.777,0.56,37.09,57.85,0.105,12
58.181,-155.3625,2.13,0.6,9,171,,0.05,0.24,0.4,0.195322769,9
38.7923333,-122.7588333,0.44,0.94,22,73,0.008308,0.04,0.13,0.19,0.297,16
-22.4215,-68.7303,111.063,4.4,33,65,0.734,1.19,5.68,6.056,,
62.7718,-148.8587,13.1,0.9,,,,0.68,,0.2,,
33.7096667,-116.81,16.18,0.6,16,134,0.0799,0.19,0.63,0.75,0.138,11
60.7346,-150.4768,49.2,1.3,,,,0.49,,0.5,,
58.8016,-156.4828,9.6,1.3,,,,0.8,,0.4,,
61.1327,-147.0364,0,1.2,,,,0.81,,0,,
19.40883333,-155.316,3.86,1.81,23,75,,0.11,0.31,0.43,0.078899518,5
64.5674,-149.9861,20,0.6,,,,0.6,,0.4,,
58.18216667,-155.3626667,2.12,-0.43,6,170,,0.07,0.37,0.54,0.187372254,6
40.19,-119.8206,2.5,0.6,3,234.27,0.071,0.0964,,14.1,0.1,2
19.23900032,-155.4063263,29.62000084,1.77999997,26,162,,0.119999997,0.68,1.03999996,0.819999993,6
62.796,-148.9045,15.8,0.6,,,,0.58,,0.2,,
58.25383333,-155.096,2.74,0.11,7,123,,0.06,0.42,0.68,0.239744913,7
58.9806,-152.9609,77.6,1.8,,,,0.49,,0.5,,
59.7434,-153.8464,140.7,1.7,,,,0.54,,0.5,,
53.49783333,-166.9398333,18.18,1.06,6,324,,0.07,1.54,4.73,0.097018548,6
65.7064,-149.1291,2.4,1.1,,,,0.63,,0.4,,
54.2712,-162.463,9.9,1.6,,,,0.34,,2.9,,
38.8113327,-122.7556686,1.13,0.74,8,113,0.01115,0.01,0.31,0.72,0.05,8
59.8774,-152.6301,81.1,1.1,,,,0.44,,0.7,,
64.5353,-150.2679,19.9,0.6,,,,0.77,,0.2,,
13.0802,144.4353,54.179,4.5,24,144,0.659,0.35,10.91,8.667,0.128,18
44.7945,-110.9486667,6.11,0.28,10,166,0.05398,0.09,0.47,0.93,0.243,6
-7.6738,148.2099,38.743,4.3,17,108,2.009,0.89,8.57,6.962,0.178,9
38.821167,-122.822998,2.13,0.75,11,81,0.009598,0.01,0.29,0.73,0.13,11
33.8276667,-117.8793333,8.89,0.89,27,171,0.04918,0.19,0.44,0.56,0.071,9
61.2371,-151.565,66.9,1.1,,,,0.57,,0.6,,
58.31033333,-154.9246667,4.6,0.5,9,148,,0.18,0.59,0.78,0.239022137,9
28.97918701,-97.96289063,1.736287435,2.5,19,57,0.035651659,0.3,1.351253768,1.903141218,0.2,10
53.9836,-163.5128,25.5,2,,,,0.6,,2.7,,
60.973,-151.177,68.3,0.8,,,,0.29,,1.3,,
37.4233,-115.9652,13,0.6,6,306.71,0.238,0.1772,,7.4,0.17,2
58.1609,-151.4329,2.7,1.9,,,,0.4,,0.9,,
60.2261,-141.215,0.3,1.1,,,,0.5,,0.4,,
37.0235,-121.4688333,8.62,1.03,39,48,0.0127,0.14,0.25,0.56,0.257,26
38.7803333,-122.7585,1.1,0.5,18,72,0.01115,0.04,0.19,0.29,0.368,12
34.159,-117.4325,10.6,1.24,53,77,0.03378,0.11,0.14,0.18,0.12,22
61.2393,-147.5251,0,1.1,,,,0.74,,0,,
53.5595,-167.0543,13.1,1.5,,,,0.36,,2.1,,
53.5804,-167.0991,17.6,1.9,,,,0.53,,0.8,,
19.38266667,-155.2806667,1.2,1.92,18,79,,0.08,0.24,0.14,0.140227773,7
53.5884,-167.0869,23,1.6,,,,0.27,,0.3,,
35.9705,-120.524,7.65,1.78,36,33,0.0124,0.05,0.18,0.16,0.192,29
-15.5297,-70.7804,198.662,4.2,24,143,2.398,1.05,11.84,8.502,0.159,11
35.595,-117.3828333,6.23,1.36,11,115,0.06524,0.13,0.4,0.59,0.262,5
54.0158,-162.9429,35,2.5,21,220,0.841,0.39,5.67,2.018,0.105,12
58.1825,-155.3068333,2.34,-0.39,6,216,,0.06,0.69,0.42,0.265149438,6
38.8235016,-122.8125,1.45,0.74,8,170,0.001898,0.03,0.55,0.8,0.19,8
35.6821667,-117.5341667,6.93,1.21,10,126,0.09153,0.1,0.37,0.62,0.075,5
61.9908,-150.7119,6.4,0.8,,,,0.66,,0.5,,
53.5525,-167.0619,13.8,1.8,,,,0.51,,0.9,,
56.1765,-153.3112,3.7,2.3,,,,0.42,,1.3,,
54.5927,-162.3632,76.3,1.9,,,,0.3,,1.3,,
64.8458,-157.2704,16.2,1.5,,,,0.64,,1,,
61.4994,-149.9754,27.2,1.9,,,,0.62,,0.5,,
31.64171639,-104.3900341,6.131567383,2.4,41,63,0.038637461,0.3,1.235917972,0.848714715,0.1,18
62.1705,-152.0954,101.9,2.5,,,,0.68,,0.4,,
63.1559,-151.2656,8,0.8,,,,0.93,,0.4,,
19.06266667,-65.49466667,34.87,3.35,5,256,0.7776,0.12,0.96,31.61,0.141084407,3
20.07316667,-156.0111667,-0.1,2.13,27,172,,0.2,0.81,0.28,0.279734537,10
3.0557,127.8621,10,4.6,14,123,2.322,0.83,10.38,1.921,0.244,5
58.191,-155.3715,0.6,0.9,,,,0.51,,0.5,,
58.18166667,-155.3681667,2.57,0.72,9,182,,0.13,0.3,0.27,0.180941566,9
13.0373,-89.8901,35,4.3,44,185,0.749,0.72,3.41,1.971,0.051,111
38.7751667,-122.7423333,0.37,0.33,7,132,0.009174,0.01,0.4,0.7,0.254,5
61.1948,-150.6675,35,0.9,,,,0.65,,1.3,,
61.3442,-141.1212,6.2,0.6,,,,0.76,,0.6,,
