latitude,longitude,depth,mag,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst
58.1766,-155.3651,8.2,0.7,,,,0.43,,0.3,,
64.727,-149.2669,17.2,1,,,,0.78,,0.2,,
33.7163333,-117.3288333,-0.67,0.87,17,79,0.05904,0.17,0.41,31.61,0.18,11
60.6524,-151.271,61.5,1,,,,0.66,,0.8,,
58.1855,-155.302,2.4,0.8,,,,0.45,,0.6,,
58.1826,-155.294,4.5,1.4,,,,0.58,,0.3,,
63.303,-150.4945,123,2.3,,,,0.61,,0.3,,
34.78383333,-99.06466667,0,2.07,26,134,0.238453207,0.53,,0.9,0.22,3
39.9608,-119.5944,13.1,1.2,9,124,0.178,0.1492,,2.2,0.55,5
-20.3033,-174.9055,172.754,4.9,34,120,0.707,1,8.34,6.432,0.101,31
64.4557,-151.277,13,0.9,,,,0.83,,0.2,,
36.248,-120.3833333,8.15,1.14,12,169,0.0867,0.05,0.43,0.71,0.035,6
38.4053,-96.8691,5,2.5,37,95,0.724,0.45,1.97,2.004,0.098,27
36.1491667,-120.7281667,4.6,1.47,23,140,0.0455,0.14,0.44,0.69,0.26,16
34.1758333,-117.9221667,-0.9,1.02,9,115,0.04409,0.14,0.59,31.61,0.086,7
31.67855883,-104.4137806,6.465771484,2.6,27,71,0.01047713,0.2,0.817005818,0.662603998,0.1,17
35.0196,24.8718,10,5.2,118,37,0.268,1.01,4.51,1.823,0.08,15
57.4964,-152.4825,15.9,1.4,,,,0.31,,0.5,,
59.2755,-152.5437,70.5,1.4,,,,0.55,,0.4,,
38.838665,-122.8113327,1.84,1.08,21,47,0.01528,0.02,0.21,0.48,0.28,23
63.5944,-150.7324,13.4,0.9,,,,0.82,,0.3,,
35.353,-118.4895,7.54,1.99,45,53,0.08335,0.16,0.17,0.66,0.176,33
60.1105,-152.9048,95.4,1.9,,,,0.64,,0.2,,
56.0246,-148.3911,15.823,2.9,35,199,2.897,0.48,10.14,8.468,0.062,34
63.1704,-150.5781,117.6,1.1,,,,0.36,,0.6,,
61.463,-151.9372,0,1.1,,,,0.33,,0,,
58.2785,-154.2134,85.4,1.4,,,,0.61,,0.3,,
19.40316667,-155.2895,1.51,0.61,10,83,,0.06,0.43,0.44,0.331481497,2
60.6266,-152.9658,133.5,1.6,,,,0.64,,0.5,,
44.28133333,-114.8211667,5.21,2.34,15,64,0.5708,0.17,0.46,1.04,0.178491947,22
44.764,-110.9725,4.97,1.13,13,133,0.02443,0.18,0.36,0.4,0.052,3
33.0438333,-114.9595,-0.23,1.16,7,80,0.07311,0.25,0.94,31.61,0.116,5
61.3053,-147.6725,0,0.9,,,,0.49,,0,,
60.3694,-150.763,53.1,1.5,,,,0.4,,0.6,,
62.6602,-151.5257,9.6,0.9,,,,0.58,,0.2,,
19.15483284,-155.3670044,27.31999969,1.79999995,36,180,,0.109999999,0.66,1.11000001,1.24000001,12
35.9418333,-117.719,4.71,1.94,29,81,0.08342,0.13,0.17,0.46,0.178,18
36.6661,-116.3613,8.4,-0.3,9,215.41,0.013,0.101,,1.5,0.12,2
36.6632,-116.3631,8.1,-0.4,16,227.93,0.016,0.1103,,1,0.91,3
36.6629,-116.3629,9,0.8,29,86.48,0.016,0.1274,,0.7,0.89,15
62.2808,-149.9498,20.1,1.2,,,,0.58,,0.7,,
36.6644,-116.3623,9,0.1,21,104.65,0.015,0.118,,0.8,0.99,10
-17.9978,-178.4738,577.09,4.5,76,31,3.317,0.92,5.82,6.829,0.029,346
33.4088333,-116.408,12.4,1.01,32,61,0.09447,0.14,0.21,0.56,0.108,22
36.1308333,-117.577,2.71,0.12,5,161,0.09628,0.12,0.96,3.91,0.017,1
40.375,-124.2926667,27.53,2.24,18,170,0.09451,0.08,0.5,0.52,0.5,21
38.8066673,-122.8268356,2.4,0.9,12,69,0.00286,0.03,0.34,0.79,0.2,13
62.6688,-148.2681,52.9,1.5,,,,0.75,,0.2,,
19.4435,-155.3135,2.33,0.49,11,119,,0.1,0.29,0.57,0.162553545,3
50.93,-179.8236,10,3.6,23,242,0.711,0.63,2.21,1.947,0.085,18
37.8711667,-121.9758333,10.08,1.63,16,112,0.01812,0.05,0.23,0.44,0.174,11
66.3842,-149.8448,17.2,0.7,,,,0.77,,0.5,,
12.7077,49.0863,10,4.5,59,181,6.213,0.48,11.64,1.864,0.081,46
59.4522,-152.6798,78.2,1.2,,,,0.26,,0.2,,
61.009,-148.1484,0,1.2,,,,0.6,,0,,
61.4917,-150.2165,45.8,1.5,,,,0.66,,0.3,,
31.67796304,-104.3995089,6.851391602,2.3,43,69,0.022618184,0.2,0.639269626,0.739157258,0,7
61.1952,-152.2694,8.6,1.3,,,,0.63,,0.1,,
19.2234993,-155.375,30.5,1.82000005,36,170,,0.100000001,0.53,0.829999983,0.839999974,7
56.9644,-158.1622,8,1.8,,,,0.83,,0.4,,
38.8176651,-122.8231659,2.16,1.08,24,50,0.009961,0.02,0.2,0.38,0.33,25
56.9394,-158.128,3.4,1.7,,,,0.6,,0.2,,
56.9411,-158.2878,0.8,2,,,,0.71,,0.1,,
32.9756667,-115.9886667,9.63,1.33,38,64,0.0901,0.2,0.24,0.66,0.06,17
31.67586515,-104.4040658,6.671435547,2.3,19,56,0.019135154,0.2,1.041462069,0.845268392,0.1,25
51.0763,-179.305,22.3,1.7,,,,0.26,,1.4,,
60.1273,-152.9211,106.4,1.6,,,,0.63,,0.2,,
47.88066667,-122.6285,21.93,2.25,47,34,0.03925,0.28,0.39,0.64,0.18718002,28
57.7816,-148.9267,1.2,2.2,,,,0.49,,1.5,,
59.9656,-152.7656,103.5,3.3,,,,0.75,,0.1,,
54.5517,-159.8486,15.1,2.4,,,,0.78,,0.6,,
38.8206667,-122.8235,2.28,-0.18,17,50,0.009333,0.02,0.26,0.51,0.202,15
40.2251667,-121.1346667,8.4,3.72,47,35,0.02396,0.17,0.25,0.5,,4
59.623,-152.2256,66,1.7,,,,0.61,,0.5,,
48.26216667,-114.5146667,-0.03,1.73,16,179,0.2047,0.21,0.68,2.61,0.065152863,5
68.6611,-145.3652,13.8,1.2,,,,1.06,,0.5,,
38.7911667,-122.7686667,1.76,-0.14,11,92,0.01175,0.02,0.31,0.46,0.182,11
38.8148346,-122.8188324,1.04,1.08,23,52,0.01004,0.03,0.17,0.39,0.15,25
63.3349,-144.9613,4.5,1.1,,,,1.19,,0.3,,
38.7926674,-122.746666,1.46,1.02,7,91,0.01221,0.02,0.35,0.96,0.13,8
19.41383333,-155.2613333,1.77,2.15,29,96,,0.11,0.16,0.22,0.121276519,13
51.3801,-179.0185,23.2,2.2,,,,0.46,,0.2,,
36.4656667,-121.0488333,7.18,1.6,37,132,0.01272,0.15,0.25,0.39,0.255,29
64.7659,-149.0627,0.9,1.3,,,,1.23,,0.3,,
58.1815,-137.9814,9.5,2.8,,,,0.71,,0.9,,
33.8935,-116.593,11.25,0.66,21,59,0.04417,0.11,0.2,0.39,0.171,15
62.1171,-145.3165,14.2,1,,,,0.74,,0.4,,
44.33116667,-124.4931667,-0.26,1.77,13,146,0.2851,0.22,0.55,0.44,0.079319953,5
51.3851,-176.6785,23.6,1.6,,,,0.56,,0.9,,
33.7041667,-116.7151667,17.37,0.71,15,94,0.007032,0.1,0.38,0.38,0.099,8
51.5454,-176.7251,26.5,1.5,,,,0.61,,6.7,,
62.7117,-149.0304,64.3,0.9,,,,0.46,,0.7,,
38.8131676,-122.8264999,2.04,0.84,15,57,0.004776,0.03,0.24,0.51,0.13,15
45.856,-123.3243333,10.54,1.54,23,58,0.05376,0.37,0.49,0.97,0.157290555,15
65.009,-147.1141,0,0.3,,,,0.64,,0,,
33.844,-116.2075,8.87,0.91,40,72,0.04852,0.13,0.16,0.46,0.219,15
33.1423333,-115.9611667,6.51,0.95,19,70,0.03404,0.1,0.17,0.34,0.121,10
59.9782,-139.5275,0,1.4,,,,0.63,,0,,
35.12133333,-97.85666667,4.87,0.88,11,194,0.070186227,0.1,,0.9,0.27,3
37.3474,72.0183,137.881,4.3,26,96,2.134,0.57,6.45,8.627,0.125,18
37.4153333,-118.894,4.57,0.87,13,121,0.1819,0.06,0.39,3.93,0.156,10
62.0647,-147.8225,28.8,0.9,,,,0.43,,0.9,,
64.2273,-149.9788,13.4,0.9,,,,1.13,,0.2,,
34.7575,-95.70183333,12.01,1.24,32,96,0.321236962,0.17,,2.5,0.28,14
19.25149918,-155.4083405,32.22000122,2.22,48,126,,0.129999995,0.58,0.790000021,3.61,6
40.2155,-121.1318333,7.22,2.85,41,35,0.0338,0.23,0.37,0.62,0.171,76
34.035,-116.3246667,9.63,0.7,19,69,0.06409,0.09,0.18,0.32,0.14,6
53.2943,-164.3647,25.6,2.2,,,,0.22,,6.7,,
34.0338333,-116.321,8.97,1.13,39,46,0.06729,0.13,0.15,0.35,0.09,21
61.6789,-151.3117,6.3,1.5,,,,1.04,,0.2,,
60.8133,-140.4891,15,1.1,,,,0.66,,0.3,,
19.2329998,-155.3931732,29.57999992,1.72000003,42,143,,0.119999997,0.58,0.819999993,1.60000002,11
52.5504,-176.2485,195.269,4.6,46,79,0.471,0.75,10.25,7.214,0.029,357
32.7055,-115.5405,8.36,1.1,20,115,0.06517,0.25,0.48,1.21,0.257,4
58.1882,-155.3683,7.5,1,,,,0.53,,0.4,,
58.2079,-155.2097,2.8,1.1,,,,0.59,,0.2,,
32.6861667,-115.9006667,6.61,0.56,12,110,0.04263,0.25,0.56,1.08,0.049,2
7.7288,126.9657,60.246,4.6,37,130,1.523,0.63,9.81,8.437,0.057,93
38.8208351,-122.7916641,1.11,0.71,8,83,0.01144,0.01,0.42,1.14,0.24,9
58.1857,-155.2512,4.4,1.9,,,,0.56,,0.2,,
-55.7652,-27.1646,35.064,4.9,21,121,5.565,0.85,11.72,7.063,0.129,19
58.1846,-155.2686,6,1,,,,0.48,,0.2,,
44.27166667,-115.0541667,3.9,1.79,11,68,0.7373,0.23,0.76,3.11,0.276778546,12
44.313,-114.8333333,9.49,1.68,10,115,0.5745,0.1,0.53,1.48,0.329117074,12
-23.401,-179.9965,523.612,4.5,62,65,4.963,0.67,14.42,9.404,0.075,53
38.795,-122.726,1.9,0.36,21,99,0.007958,0.04,0.2,0.34,0.399,15
38.8148346,-122.8243332,2.24,0.96,18,54,0.007059,0.02,0.24,0.58,0.23,18
18.1965,-67.9645,44.94,3.11,8,263,0.123,0.23,1.84,2.07,0.10334132,5
61.5077,-150.2217,39.3,1.5,,,,0.48,,0.7,,
51.4227,178.8162,21.9,1.9,,,,0.85,,0.6,,
33.9751667,-117.1645,1.47,0.65,21,108,0.02856,0.23,0.43,0.65,0.122,7
60.625,-147.6119,10,1.2,,,,0.66,,0.8,,
-55.7057,-27.0123,37.415,5.1,45,90,5.638,0.62,11.97,7.897,0.092,39
64.8307,-147.3536,18.2,0.7,,,,0.7,,0.3,,
31.67556987,-104.4140224,6.080151367,2,17,56,0.011178749,0.2,0.802047042,0.70019539,0.1,24
55.2495,163.1739,45.09,4,44,124,3.472,0.64,10.55,15.249,0.083,39
31.65519526,-104.2889694,7.622631836,2.1,25,58,0.026289946,0.2,0.7888881,0.754690585,0.1,13
38.7801666,-122.7570038,1.51,1.07,13,64,0.01165,0.02,0.27,0.51,0.21,12
40.5866667,-124.1118333,16.12,2.19,26,54,0.1009,0.13,0.27,0.64,0.285,26
61.7009,-150.7762,44.4,1.6,,,,0.76,,0.5,,
38.8059998,-122.7776642,2.03,1.08,24,70,0.007623,0.02,0.23,0.39,0.1,23
-16.0072,-71.5665,131.861,4.3,31,126,2.544,1.32,9.43,9.006,0.129,17
61.237,-150.9171,51.3,1.4,,,,0.49,,0.7,,
37.2177,-115.0851,0,1.1,5,239.43,0.191,0.0979,,0,0.06,2
45.98783333,-111.6861667,5.73,0.28,3,280,0.201,0.01,1.31,4.42,0.314640877,2
-4.349,143.0943,97.506,4.2,25,120,6.443,0.57,12.13,8.119,0.121,19
61.9836,-148.2976,27,1.4,,,,0.61,,0.4,,
18.3918,-64.1173,4,3.79,20,219,0.8401,0.94,11.82,3.86,0.02,3
-6.204,-101.7577,10,4.8,82,89,12.696,0.8,8.52,1.844,0.036,235
60.1705,-147.7482,12.3,1.3,,,,0.53,,0.8,,
19.179,-155.0228333,39.32,1.82,35,239,,0.12,0.99,0.75,0.131662961,13
38.8141667,-122.8186667,1.11,1.3,38,48,0.009769,0.03,0.11,0.23,0.224,35
38.8215,-122.8115,3.43,-0.01,22,45,0.002196,0.02,0.24,0.29,0.265,19
40.1863333,-121.0715,7.4,2.29,31,47,0.08342,0.13,0.25,0.51,0.157,42
38.8089981,-122.8264999,1.83,0.59,8,69,0.002096,0.02,0.47,1.04,0.25,10
37.848,-121.9948333,12.89,1.58,32,56,0.01096,0.08,0.21,0.34,0.182,21
44.10866667,-121.8528333,4.57,0.46,2,220,0.01107,0.02,8.49,1.09,0.146792979,2
44.1165,-121.846,4.43,0.14,2,198,0.003819,0.04,9.08,0.85,0.088625191,2
60.5053,-152.1147,79,2,,,,0.44,,0.4,,
33.4725,-116.559,7.92,0.98,40,80,0.04235,0.16,0.18,0.49,0.171,25
55.3267,163.0333,47.432,4.5,102,99,3.458,0.94,8.59,7.747,0.059,86
40.1962,-121.0974,3.6,1.6,5,313.41,0.654,0.1334,,4.3,0.2,5
19.39133263,-155.2783356,1.370000005,1.72000003,17,53,,0.109999999,0.25,0.209999993,0.419999987,12
62.6863,-151.0116,90.5,1.2,,,,0.41,,0.9,,
38.7625008,-122.7431641,1.46,1.05,14,94,0.009821,0.03,0.38,0.55,0.14,13
34.041,-117.1948333,10.75,0.68,34,101,0.06867,0.15,0.21,0.38,0.168,12
57.2079,-155.4074,65,2,,,,0.53,,0.8,,
58.2138,-155.0719,2.7,1.3,,,,0.79,,0.4,,
61.2634,-149.5173,24.7,0.9,,,,0.89,,0.4,,
62.8863,-149.1381,57.1,1.1,,,,1.1,,1,,
60.5338,-147.596,15,1,,,,0.55,,1.4,,
37.5411667,-118.8268333,4.18,1.12,15,232,0.04881,0.03,1.09,0.77,0.169,15
19.7038,-70.8074,22.365,4.8,165,52,0.23,0.73,6,3.338,0.045,47
19.29450035,-155.2131653,6.71999979,1.76,29,167,,0.109999999,0.41,0.610000014,0.29,7
31.1701984,-103.2609303,2.121118164,2.6,15,62,0.018328373,0.2,1.033158734,0.681572499,0.2,19
38.8146667,-122.8290024,1.5,1.1,26,49,0.005792,0.04,0.17,0.33,0.16,27
-33.9593,-71.5539,42.993,3.3,24,164,0.269,0.33,3.06,4.672,0.056,42
61.6303,-149.4958,22.5,1.4,,,,0.5,,0.5,,
38.7806664,-122.7655029,1.17,0.75,5,137,0.009933,0.01,0.73,1.14,0.06,7
59.9051,-152.3895,18.6,1.1,,,,0.8,,0.3,,
31.12405578,-103.2816801,4.409130859,2.1,15,75,0.025467827,0.3,1.632909265,1.949802744,0.2,18
34.0926667,-117.31,9.41,1.58,89,23,0.005704,0.17,0.13,0.25,0.153,65
64.9873,-155.5787,4.1,1.3,,,,1.06,,0.7,,
37.1486,-116.2123,8.3,-0.1,10,87.72,0.066,0.1249,,1.8,0.24,5
38.8240013,-122.8438339,1.66,0.82,19,102,0.006934,0.01,0.2,0.4,0.24,19
51.2644,-178.4188,24.9,2.7,,,,0.53,,0.3,,
64.0502,-147.2109,2.2,1.6,,,,1.12,,0.2,,
44.2568333,-110.616,6,0.42,9,131,0.06376,0.11,0.74,1.78,0.201,5
54.293,-162.457,13.3,1.7,,,,0.48,,2.3,,
58.1977,-155.2506,0.4,1,,,,0.75,,0.2,,
37.069,-121.505,6.94,0.71,25,50,0.04642,0.11,0.22,0.46,0.074,15
33.1926667,-116.7206667,11.33,0.97,40,26,0.05372,0.2,0.26,0.68,0.113,24
34.0905,-117.3058333,9.92,0.97,45,52,0.009452,0.12,0.14,0.24,0.194,16
38.8146667,-122.8219986,2.29,1.09,26,50,0.008061,0.02,0.2,0.35,0.14,26
34.0921667,-117.3086667,9.58,1.67,90,24,0.006841,0.17,0.12,0.26,0.167,71
33.6813333,-116.6931667,16.51,0.45,20,76,0.03452,0.18,0.44,0.56,0.154,11
17.92066667,-66.99066667,9.7,2.29,7,236,0.07036,0.08,0.64,0.74,0.00323855,4
19.49699974,-155.4746704,0.75999999,1.71000004,20,70,,0.300000012,0.51,1.44000006,1.45000005,6
38.8380013,-122.8251648,1.71,0.77,20,67,0.008083,0.03,0.21,0.59,0.2,20
59.0388,-151.8506,55.2,1.3,,,,0.46,,1.1,,
59.3227,-152.1179,62.2,1.3,,,,0.49,,0.7,,
67.6586,-158.3776,14.3,2.2,,,,0.63,,0.5,,
19.42333412,-155.3224945,4.699999809,1.8,31,75,,0.119999997,0.33,0.699999988,0.23,4
19.48033333,-155.4238281,2.670000076,1.8,8,116,,0.219999999,1.05,19.7900009,0.22,3
34.2303333,-117.4996667,8.37,0.68,16,93,0.01472,0.14,0.26,0.39,0.119,4
38.8349991,-122.7841644,1.94,1.07,18,66,0.005906,0.02,0.25,0.45,0.15,21
59.1631,-152.7017,67,1,,,,0.36,,1.9,,
63.5226,-147.373,8.1,0.8,,,,1.16,,0.5,,
60.2446,-151.1187,46.7,1.9,,,,0.57,,0.3,,
37.802,-122.1968333,9.46,1.37,53,48,0.02621,0.07,0.13,0.22,0.264,33
60.2415,-151.0884,52.9,2.9,,,,0.86,,0.5,,
57.1968,-155.3656,81.4,1.2,,,,0.71,,1.7,,
65.7935,-147.8165,10.5,1.9,,,,0.91,,0.1,,
17.9415,-66.957,15.06,2.71,10,216,0.08118,0.21,0.74,0.76,0.048745982,5
34.0301667,-117.5536667,11.85,1.12,52,64,0.02634,0.14,0.16,0.33,0.148,18
40.2031667,-121.1343333,4.17,2.21,25,73,0.04528,0.09,0.24,0.27,0.199,34
38.8168335,-122.8293304,0.99,0.97,6,118,0.007693,0.01,0.54,0.98,0.24,6
51.4177,-176.1017,18.3,2.1,,,,0.28,,0.9,,
57.956,-156.0111,117.8,1.4,,,,0.29,,0.9,,
38.7908325,-122.7621689,2.2,0.39,7,91,0.009965,0.01,0.37,1.3,0.22,8
38.056,22.6983,10.459,4.2,35,68,1.069,0.65,5.7,5.742,0.176,9
36.665,-116.3561,8.1,-0.2,21,104.52,0.015,0.1386,,0.9,0.97,9
51.698,-167.7905,25.3,2.5,,,,0.39,,5.4,,
33.0351667,-115.9988333,7.37,1.04,33,57,0.1391,0.22,0.27,0.96,0.155,12
38.7804985,-122.7555008,1.09,0.79,8,92,0.01263,0.01,0.44,0.81,0.34,9
65.2667,-151.2322,8.5,1.2,,,,0.83,,0.2,,
38.8260002,-122.8550034,2.75,0.86,20,94,0.002124,0.02,0.25,0.5,0.23,21
62.5874,-150.7884,79.7,1,,,,0.62,,0.6,,
17.9075,-66.86833333,10.06,3,15,230,0.06799,0.12,0.53,0.42,0.235998614,6
17.9676,-67.0106,11,2.05,4,188,0.0337,0.04,0.62,0.75,0.11,4
59.5328,-152.248,62.9,1.3,,,,0.48,,0.6,,
58.9973,-153.719,85.7,2.3,,,,0.49,,0.4,,
51.3283,-176.7825,25.4,2.4,,,,0.58,,1.6,,
58.2235,-155.0512,4.2,0.9,,,,0.69,,0.3,,
61.1644,-146.85,0,1.3,,,,0.68,,0,,
38.7905006,-122.7526703,3.23,0.77,9,84,0.01442,0.01,0.54,2.4,0.04,9
37.4477,-116.5807,13.1,0.8,14,278.89,0.192,0.1121,,4.5,1.1,9
36.7372,-116.1357,3.7,-0.3,8,144.59,0.017,0.0721,,1.6,0.05,4
37.4669,-116.5904,9.8,0.8,16,254.4,0.212,0.1509,,7.1,1.04,9
36.8341667,-121.4096667,8.66,2.57,74,77,0.01767,0.09,0.15,0.26,0.12,89
33.2591667,-116.2458333,11.82,0.89,40,38,0.06665,0.19,0.22,0.55,0.08,13
53.9763,-163.5397,25.3,2.3,,,,0.55,,2.6,,
47.698,-121.9128333,27.37,1.57,22,73,0.03461,0.23,0.47,0.64,0.32687517,16
59.4811,-152.1886,55.8,1.3,,,,0.54,,0.8,,
33.5231667,-116.4178333,9.02,0.6,20,108,0.006576,0.16,0.32,0.63,0.107,14
58.9674,-154.4597,125,1.5,,,,0.35,,0.5,,
62.944,-151.297,108.8,1.1,,,,0.42,,0.7,,
43.75666667,-121.2838333,3.82,-0.63,4,284,0.02389,0.05,1.16,0.89,0.089001895,2
62.7564,-148.8671,10.4,0.9,,,,0.94,,0.2,,
37.4331,-116.5826,8,0.8,18,144.58,0.181,0.1121,,4.1,0.32,13
63.472,-148.6308,8.9,0.8,,,,0.83,,0.3,,
44.81133333,-111.6075,13.43,1.26,18,82,0.09143,0.18,0.35,0.65,0.20437872,15
61.4497,-149.8977,39.3,0.8,,,,0.54,,0.8,,
12.639,-88.2966,53.598,4,18,168,0.825,0.55,5.38,14.355,0.212,6
57.6795,-155.3637,77.4,1.3,,,,0.18,,1.3,,
57.7949,-156.248,129,1.4,,,,0.34,,0.8,,
34.76416667,-97.53216667,7.31,1.11,49,82,0.122375986,0.45,,1,0.21,19
38.591,-119.4333,7.4,1,5,197.07,0.068,0.0773,,3.8,0.02,2
19.15283394,-155.4671631,29.34000015,1.98000002,32,171,,0.119999997,0.64,0.910000026,0.99000001,8
58.2868,-155.1016,4.3,1,,,,0.35,,0.4,,
33.5905,-116.8101667,8.03,0.32,10,111,0.03858,0.07,0.23,0.38,0.148,7
60.4456,-150.1857,36.6,1.5,,,,0.56,,0.5,,
19.38816667,-155.2786667,1.25,1.95,25,58,,0.09,0.21,0.14,0.166372187,8
59.784,-151.9338,59.4,1.1,,,,0.55,,0.8,,
58.2528,-155.1006,1.7,0.8,,,,0.26,,0.5,,
60.0123,-152.7671,90.4,1,,,,0.25,,0.7,,
59.4363,-153.0873,103.2,1.1,,,,0.3,,1,,
61.9815,-150.7129,6.3,1.9,,,,0.88,,0.2,,
60.367,-151.7206,64.3,1.3,,,,0.63,,0.7,,
19.3911,-64.6585,28,3.68,13,302,1.0805,0.4,2.79,30.7,0.04,4
19.42650032,-155.2576599,0.140000001,1.72,14,114,,0.100000001,0.23,0.289999992,0.21,5
61.9969,-150.7314,6,3.1,,,,0.79,,0.1,,
37.5506667,-118.833,5.34,0.61,11,250,0.03941,0.04,0.55,0.53,0.191,12
38.786335,-122.7551651,2.32,0.3,7,125,0.0147,0.01,0.55,0.97,0.08,9
57.6265,-154.1333,43.9,1.2,,,,0.46,,1.6,,
61.1403,-146.8878,0,1.4,,,,0.73,,0,,
62.7696,-148.8628,15.1,0.7,,,,0.65,,0.2,,
32.9078333,-115.5291667,7.75,1.48,28,76,0.02728,0.2,0.3,0.43,0.12,15
62.0699,-150.5597,3.1,1.2,,,,0.68,,0.4,,
38.7823334,-122.757164,1.11,1.05,16,79,0.016,0.04,0.26,0.55,0.26,17
38.8040009,-122.7990036,1.05,0.76,8,90,0.004904,0.03,0.38,0.73,0.12,9
35.24316667,-98.0405,4.62,1.62,85,57,0.037792584,0.36,,0.7,0.26,37
65.6267,-149.0616,1.4,1.1,,,,0.61,,0.4,,
60.188,-153.1036,125.4,1.4,,,,0.63,,0.5,,
9.5249,57.9115,10,4.6,40,74,14.312,0.73,11.37,1.896,0.098,31
44.49933333,-113.0138333,2.35,1.19,8,142,0.1768,0.08,0.36,1.16,0.178140679,9
38.8026657,-122.7803345,2.24,0.75,9,80,0.01058,0.01,0.5,1.08,0.07,10
59.8791,-152.5104,87.7,1.1,,,,0.34,,0.2,,
54.6191,-159.8089,11.8,1.9,,,,0.56,,1.1,,
65.2052,-166.5274,16,2.9,,,,0.56,,1.9,,
35.3556,-107.5466,14.553,3.8,32,58,0.98,0.86,2.8,7.366,0.051,50
38.8203333,-122.811,3.54,1.7,48,41,0.003142,0.04,0.16,0.23,0.142,43
67.3944,-157.3749,5.6,1.7,,,,0.67,,0.2,,
61.0761,-151.0872,57.5,1.7,,,,0.43,,0.9,,
63.1623,-150.8614,127.5,2.8,,,,0.61,,0.4,,
19.44583333,-155.2816667,1.55,0.4,11,165,,0.31,0.98,0.93,0.072001174,2
60.4145,-152.8535,123,1.5,,,,0.63,,0.5,,
54.4221,-161.4892,13.7,1.6,,,,0.55,,2,,
9.5701,57.8493,10,4.7,66,85,14.345,0.69,10.61,1.898,0.076,53
39.758,-120.4214,14.8,0.8,4,216.54,0.119,0.1138,,3.1,0.1,2
61.1816,-146.914,0,1.5,,,,0.73,,0,,
54.9779,-157.9749,28.3,2,,,,0.66,,6.4,,
38.7911682,-122.732666,2.18,1.06,9,95,0.008531,0.01,0.35,1.12,0.14,8
33.535,-116.6798333,10.41,0.55,27,42,0.05187,0.14,0.22,0.43,0.094,10
59.1719,-145.1095,8.5,3.1,,,,0.68,,1.2,,
52.734,-166.809,23.9,2.2,,,,0.5,,5,,
54.6993,-154.3018,11.7,2.5,,,,0.52,,10,,
37.5495,-121.8546667,14.41,1.23,16,97,0.02747,0.05,0.36,0.57,0.134,14
63.1185,-150.5068,107,1.2,,,,0.43,,0.7,,
36.6778333,-121.3103333,3.91,1.52,26,158,0.04147,0.07,0.25,0.55,0.212,24
66.8431,-146.2424,11,1.4,,,,0.6,,0.3,,
31.55913844,-104.1027277,4.486254883,1.9,21,65,0.027421943,0.1,0.637536656,0.67226567,0.1,13
37.4876667,-113.803,1.87,0.71,7,152,0.05006,0.08,0.76,1.73,0.332,3
38.8139992,-122.8274994,1.53,0.76,8,172,0.005289,0.01,0.45,1.15,0.13,9
15.1525,-90.8373,252,6.4,151,37,1.61,1.23,7.48,1.772,0.024,174
38.8288345,-122.815834,1.71,0.77,22,45,0.007053,0.02,0.19,0.43,0.16,21
32.827,-115.587,13.22,1.12,14,91,0.06785,0.14,0.36,0.71,0.3,10
33.0438333,-116.3768333,13.91,1.03,31,57,0.0614,0.16,0.2,0.49,0.12,15
61.088,-147.2184,0,1.5,,,,0.47,,0,,
57.5733,-156.3804,107.9,2.8,,,,0.65,,0.2,,
40.2305,-121.1535,6.51,2.13,27,44,0.01827,0.18,0.3,0.37,0.168,28
47.1842,150.9323,178.394,4.3,40,164,5.588,0.47,12.78,10.675,0.085,39
51.3432,-177.0616,13.2,1.8,,,,0.59,,2.2,,
59.7931,-136.5169,2.4,1.8,,,,0.7,,0.2,,
60.2763,-152.302,84.1,1.3,,,,0.44,,0.3,,
19.21916667,-155.3871667,30.66,1.79,36,170,,0.1,0.41,0.54,0.136926425,15
43.72983333,-123.1271667,-0.2,1.13,8,97,0.1639,0.06,0.49,31.61,0.133444405,2
59.9214,-141.2381,8.5,1.1,,,,0.67,,0.4,,
38.8248329,-122.8021698,2.71,0.78,16,62,0.006339,0.01,0.3,0.87,0.13,17
60.0964,-152.4134,22.3,0.8,,,,0.4,,0.2,,
62.852,-148.6232,63.9,0.8,,,,0.55,,0.5,,
58.7866,-152.6438,54,1.4,,,,0.5,,0.5,,
38.826,-122.8008333,3.37,1.72,49,29,0.007672,0.04,0.15,0.23,0.13,43
19.391,-155.2773333,1.74,2.72,27,51,,0.1,0.21,0.18,0.254806233,20
19.393,-155.2778333,1.76,1.53,24,57,,0.1,0.22,0.17,0.032580255,2
38.8133316,-122.8228302,3.03,0.42,8,88,0.006668,0.02,0.88,1.81,0.17,8
35.509,-118.3941667,7.16,1.44,27,40,0.1667,0.11,0.15,1.69,0.083,17
60.1181,-152.8693,123.4,2.3,,,,0.69,,0.2,,
32.8288333,-115.5813333,14.3,1.74,29,58,0.0716,0.21,0.4,0.57,0.204,25
62.2462,-149.6466,52.7,1.1,,,,0.51,,0.6,,
35.637,-117.5863333,9.52,1.45,25,50,0.07175,0.14,0.21,0.56,0.207,15
61.1029,-151.6254,79.1,1,,,,0.42,,0.4,,
77.0046,18.252,10.34,4.9,81,58,1.25,0.73,7.55,4.132,0.03,352
61.5142,-150.6096,55.5,0.8,,,,0.4,,0.3,,
